KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
pda_C4qeM,"[c][8ab3ff]Ida, I have eyes on the ship.[-][/c]\n[c][8ab3ff]I recognize the ID number on the hull as The UCH-011 Heidelberg...[-][/c]",,,,,,,,,,"[c][8ab3ff]Ida,我看到了那艘船。[-][/c]\n[c][8ab3ff]我认出船体上的ID号码是UCH-011海德堡...[-][/c]",,,,,,
pda_4Km0i,Observations,,,,,,,,,,观察,,,,,,
pda_amqOC,Approach the crashed ship,,,,,,,,,,接近坠毁飞船,,,,,,
pda_qCGSO,===,,,,,,,,,,===,,,,,,
pda_0SG40,[c][8ab3ff]My god...\nThe ship hit the ground hard enough to split in half. I don't see how anyone could walk away from this alive.[-][/c],,,,,,,,,,"[c][8ab3ff]我的上帝…\n船重重地撞在地上,断裂成了两半.我不知道有谁能活着离开.[-][/c]",,,,,,
pda_0GiqG,Appraisal,,,,,,,,,,评估,,,,,,
pda_Sraa0,[c][8accff]Questioning Authority[-][/c],,,,,,,,,,[c][8accff]质疑权威[-][/c],,,,,,
pda_YuuiS,===,,,,,,,,,,===,,,,,,
pda_Km4iq,Scavenger Hunt,,,,,,,,,,调查,,,,,,
pda_G8mS8,Find the energy source,,,,,,,,,,找到微弱信号,,,,,,
pda_eSmC4,There's a weak electromagnetic signal being emitted by something near the rear of the Heidelberg.,,,,,,,,,,海德堡后部附近有一个发出微弱电磁信号的物体。,,,,,,
pda_Qa48N,The signal is coming from somewhere inside this container,,,,,,,,,,信号来自这个货柜内部,,,,,,
pda_8m2ii,Investigate the source,,,,,,,,,,调查这个信号源。,,,,,,
pda_7IJaW,Access the locking pad on the sealed container,,,,,,,,,,访问密封容器上的锁定面板。,,,,,,
pda_WiuOu,Personal Logs,,,,,,,,,,个人日志,,,,,,
pda_K440q,Sergeant Palant's Personal Logs,,,,,,,,,,帕兰特中士的个人日志,,,,,,
pda_m04aS,"[b][c][fbff00][ IDA ][-][/c][/b] [c][00fbff]These are the decrypted personal log files of Sergeant Palant, Chief Engineer of the UCH-011 Heidelberg[-][/c]\n\n[b]Log Date:[/b] 13.07.2143\n[b]Time:[/b] 1900\n[b]Creator:[/b] Joshua Palant\n[b]Location:[/b] UCH-011 Heidelberg, UCH Expeditionary Fleet, Solar System\n\n[b][/b][Voice to Text]\n[c][bdbdbd]We've just left Jupiter's orbit under steady accel. The generators are purrin' like a kitten and it's looking like I was wrong about the thruster cones.\nIf there's one thing I hate, it's being proven wrong. But in [i]this [/i]case, i'm pleasantly surprised that everything went off without a hitch. Which is more than I can say for [-][/c][c][f2f2f2]Apollo Station[-][/c][c][bdbdbd]...\n\nIt seems that something happened just after we left it and now we've lost all communications with the station. There was some talk among the captains, which of course I ain't privy to, to turn back and help with the rescue. Looks like it's too late though and rescue ships are already on their way, so we're goin' ahead with [-][/c][c][f2f2f2]Operation Phoenix[-][/c][c][bdbdbd] and startin' up the warp cycle to Proxima Centauri.\nHopefully we don't end up the same way as the Hyperion.\n\nPalant out[-][/c]\nEnd transcript\n\n[b][/b][End of Log]\n\n\n[b]Log Date:[/b] 13.07.2143\n[b]Time:[/b] 2021\n[b]Creator:[/b] Joshua Palant\n[b]Location:[/b] UCH-011 Heidelberg, UCH Expeditionary Fleet, Unknown Location\n\n[b][/b][Voice to Text]\n[c][bdbdbd]What the hell is happening around here?!\nIt was only supposed to be a short jaunt to Proxima Centauri, but as soon as the Adonis' Warp Drive spooled up: Boom! The wake hit us like... a brick wall, next thing we know we're getting yanked god-knows-where by the seat of our pants with no way to stop!\nThe Generators are overloaded; we've got a coolant leak somewhere on B-Deck; OUR warp drive, which was only active in a support capacity is outputting high levels of ionizing radiation and I don't think the shielding can take the extra load!\nNow that we're out of warp, we're completely out of position and the rest of the fleet is comparing star charts and measuring crap that's out of my field. All [i]I[/i] know is that my baby is royally screwed, somewhere on the other side of the universe.\n\nPalant Out[-][/c]\nEnd Transcript\n\n[b][ End of Log ][/b]\n\n\n[b]Log Date:[/b] 13.07.2143\n[b]Time:[/b] 2100\n[b]Creator:[/b] Joshua Palant\n[b]Location:[/b] UCH-011 Heidelberg, UCH Expeditionary Fleet, Andromeda Galaxy\n\n[c][bdbdbd]Yep, you read that right: [-][/c][i][c][f2f2f2]Andromeda GALAXY[-][/c][/i][c][bdbdbd]![-][/c]\n[c][bdbdbd]We was s'posed to end up near Proxima Centauri in our OWN galaxy! How in the name of Zeus's [-][/c][i]BUTTHOLE[/i][c][bdbdbd] did we end up on the other side of the [redacted] [-][/c][c][bdbdbd]universe?!\nWe need to turn this tub around and go back the way we came. Ain't no two ways about it. I signed on for a short hop to check out our nearest neighbor, not bugger off on an intergalactic rollercoaster![-][/c]\n[c][bdbdbd]*Sigh*\n\nWe've managed to fix the coolant leak on B-Deck, which solved two problems since the Gennies are cooling back down now that they're getting a full load of coolant.\nThe Rads from the warp drive are only a problem if you're near the warp drive, so i've locked down the warp compartment. No one needs to be in there anyway.\nThe rest of the fleet's got the same problems, but we're all more or less okay for now. We're over a planet it seems, and there's EM signals coming from the planet and orbit nearby. So it seems we're not alone.\nI wonder if it's too late to say ""We come in peace""?\n\nPalant Out[-][/c]\nEnd Transcript\n\n[b][ End of Log ][/b]\n\n\n[b]Log Date:[/b] 13.07.2143\n[b]Time:[/b] 2242\n[b]Creator:[/b] Joshua Palant\n[b]Location:[/b] UCH-011 Heidelberg, Planet Surface, Andromeda Galaxy\n\n[Voice to Text]\n[c][bdbdbd]*Cough* well... It seems I really stepped in it this time.\nAs soon as the impact alarms sounded, we took a hit on the port side of the ship by some kind of plasma weapon from the approaching ships. No warning, no communications, just BANG!\nThe hit fused the coolant pipes and starved the port-side gennies, so I had to hit the emergency shut off button.\n\nThe Heidy ain't built for heavy combat and the plasma and missiles that blew open the starboard thruster sent us into a decaying spin towards the planet. Impact in seven minutes and I was the only one left on this deck, so I had the bright idea to shut myself in one of the cargo containers. I was pretty sure i'd be safe in here... turns out I was right.\nThis is probably the only time I regret being proven right.\n\nSo i'm trapped in this container and can't get out. I'd guess i'm buried under the ship. Whoever you are, you probably already figured that out...\nI guess it's not so bad... I did all I could and this isn't a bad way to go.\nI hope you can someday get my body back home...\n\nSigning off for the last time... Palant Out.[-][/c]\nEnd Transcript\n\n[b][ End of Log ][/b]",,,,,,,,,,"[b][c][fbff00][ IDA ][-][/c][/b] [c][00fbff]这是《UCH-011 海德堡号》的约书亚·帕兰特军士长的解密个人日志文件。[-][/c]\n\n[b]日志日期:[/b] 2143年7月13日\n[b]时间:[/b] 19:00\n[b]创建者:[/b] 约书亚·帕兰特\n[b]位置:[/b] UCH-011 海德堡号,UCH 远征舰队,太阳系\n\n[b]语音转文字[/b]\n[c][bdbdbd]我们刚刚在稳定的加速下离开了木星的轨道。发电机运转得像小猫一样平稳,看来我之前对推进器锥体的担忧是多余的。\n如果有什么我讨厌的,那就是被证明是错的。但在[i]这个[/i]案例中,我对一切都顺利进行感到惊喜。这比我能说的[-][/c][c][f2f2f2]阿波罗空间站[-][/c][c][bdbdbd]要好得多……\n\n在我们离开后似乎发生了一些事情,现在我们已经失去了与空间站的所有联系。舰长们之间有些讨论,我当然无权知道,考虑是否回头帮助救援。看起来已经太晚了,救援船已经在途中,所以我们将继续[-][/c][c][f2f2f2]凤凰行动[-][/c][c][bdbdbd]并开始前往比邻星的翘曲循环。\n希望我们不会像超离子号一样结束。\n\n帕兰特结束[-][/c]\n结束记录\n\n[b]日志日期:[/b] 2143年7月13日\n[b]时间:[/b] 20:21\n[b]创建者:[/b] 约书亚·帕兰特\n[b]位置:[/b] UCH-011 海德堡号,UCH 远征舰队,未知位置\n\n[b]语音转文字[/b]\n[c][bdbdbd]这里到底发生了什么?!\n本来只是去比邻星的短途旅行,但当阿多尼斯的翘曲引擎启动时:轰!尾波像砖墙一样击中了我们,接下来我们知道我们被莫名其妙地拉到了某个地方,没有办法停下来!\n发电机过载了;我们在B甲板上某处有冷却液泄漏;我们的翘曲引擎,原本只是以支持能力运行,正在释放高水平的电离辐射,我不认为屏蔽能承受额外的负荷!\n\n现在我们退出翘曲,我们完全偏离了位置,其余的舰队正在比较星图,测量一些我领域之外的东西。所有[i]我[/i]知道的就是我的宝贝在宇宙的另一端彻底完蛋了。\n\n帕兰特结束[-][/c]\n结束记录\n\n[b]日志日期:[/b] 2143年7月13日\n[b]时间:[/b] 21:00\n[b]创建者:[/b] 约书亚·帕兰特\n[b]位置:[/b] UCH-011 海德堡号,UCH 远征舰队,仙女座星系\n\n[c][bdbdbd]没错,你读得对:[-][/c][i][c][f2f2f2]仙女座星系[-][/c][/i][c][bdbdbd]![-][/c]\n[c][bdbdbd]我们本应该结束在比邻星附近,在我们自己的星系!以宙斯的[-][/c][i]屁股[/i][c][bdbdbd]之名,我们怎么会在[redacted]的另一边[-][/c][c][bdbdbd]的宇宙呢?!\n我们需要让这艘船掉头,沿着我们来的路回去。没有别的办法。我签约是为了去检查我们最近的邻居,而不是去坐星际过山车!\n\n叹气\n\n我们设法修复了B甲板上的冷却液泄漏,这解决了两个问题,因为发电机现在在得到满载冷却液后正在冷却下来。\n翘曲引擎的辐射只有在你靠近翘曲引擎时才是问题,所以我封锁了翘曲舱。反正那里也不需要有人。\n\n其余的舰队有同样的问题,但我们现在或多或少还好。我们似乎在一颗行星上方,而且来自行星和附近轨道的有电磁信号。所以看来我们并不孤单。\n\n我想知道现在说“我们为和平而来”是否太晚?\n\n帕兰特结束[-][/c]\n结束记录\n\n[b]日志日期:[/b] 2143年7月13日\n[b]时间:[/b] 22:42\n[b]创建者:[/b] 约书亚·帕兰特\n[b]位置:[/b] UCH-011 海德堡号,行星表面,仙女座星系\n\n[语音转文字]\n[c][bdbdbd]咳嗽好吧...看来这次我真的陷进去了。\n当撞击警报响起时,我们的船的左舷被来自接近船只的某种等离子武器击中了。没有警告,没有通信,就是轰的一声!\n\n这次撞击使冷却管熔化并使左舷的发电机饿死了,所以我不得不按下紧急关闭按钮。\n\n海迪号不是为重型战斗建造的,等离子和导弹炸开了右舷推进器,使我们向行星旋转下降。撞击还有七分钟,我是这个甲板上唯一剩下的人,所以我有个聪明的想法,把自己关在一个货物容器里。我很确定我在这里是安全的...结果证明我是对的。\n\n这可能是我唯一一次后悔被证明是对的。\n\n所以我被困在这个容器里,出不去了。我猜我现在被埋在船下面了。不管你是谁,你可能已经弄清楚了...\n\n我想这还不错...我尽我所能,这并不是一个糟糕的结束方式。\n\n我希望你能有一天把我的尸体带回家...\n\n最后一次签名...帕兰特结束。[-][/c]\n结束记录\n\n[b]结束日志[/b]",,,,,,
