KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
txt_8cmWW,It seems you don't have enough <color=#fddc1e>gold coins</color>...get some and come back. Bye,"Es scheint, du hast nicht genug <color=#fddc1e>Goldmünzen</color>...besorg dir welche und komm zurück. Bye",Il semble que vous n'ayez pas assez de <color=#fddc1e>Pièces d'or</color>... Revenez me voir avec plus d'argent. Bye,Sembra tu non abbia abbastanza <color=#fddc1e>Monete d'Oro</color>...torna quando ne avrai a sufficienza. Ciao,,,Parece que não tem o bastante <color=#fddc1e>Moedas de Ouro</color>...Consiga algumas e volte mais tarde. Até,,"Похоже, вам не хватает <color=#fddc1e>Золотых монет</color>...раздобудьте немного и возвращайтесь. Пока.","<color=#fddc1e>ゴールドコイン</color>が足りないようですね...手に入れて戻ってきてください. さようなら. ",看起来你没有足够的 <color=#fddc1e>金币</color>...去弄一些然后回来。再见,看來你沒有足夠的<color =＃fddc1e>金幣</color> ......等你有更多錢再回來找我。再見,,,Φαίνεται ότι δεν έχεις αρκετά <color=#fddc1e>Χρυσά Νομίσματα</color>...βρες μερικά και ξαναέλα. Αντίο,,Có vẻ như bạn không có đủ <color=#fddc1e> Xu vàngs </color> ... hãy lấy một ít và quay lại. Tạm biệt
txt_S0uKE,You bet {GoldCoinsPlayerBet} <color=#fddc1e>gold coins</color> and I will also bet {GoldCoinsPlayerBet} <color=#fddc1e>gold coins</color>. \n\nYour first card is <color=#019245><b>{PlayerCards}</b></color>.,Du setzt {GoldCoinsPlayerBet} <color=#fddc1e>Goldmünzen</color> und ich werde ebenfalls {GoldCoinsPlayerBet} <color=#fddc1e>Gold Coins</color>. setzen.\n\n Deine erste Karte ist <color=#019245><b>{PlayerCards}</b></color>.,Vous pariez {GoldCoinsPlayerBet} <color=#fddc1e>Pièces d'or</color> et je vais parier également {GoldCoinsPlayerBet} <color=#fddc1e>Pièces d'or</color>. \n\nVotre première carte est <color=#019245><b>{PlayerCards}</b></color>.,"Hai scommesso {GoldCoinsPlayerBet} <color=#fddc1e>Monete d'Oro</color> , io scommetto {GoldCoinsPlayerBet} <color=#fddc1e>Monete d'Oro</color>. \n\nLa tua prima carta è <color=#019245><b>{PlayerCards}</b></color>.",,,Você aposta {GoldCoinsPlayerBet} <color=#fddc1e>Moedas de Ouro</color> eu também vou apostar {GoldCoinsPlayerBet} <color=#fddc1e>Moedas de Ouro</color>. \n\nSua primeira carta é <color=#019245><b>{PlayerCards}</b></color>.,,Вы ставите {GoldCoinsPlayerBet} <color=#fddc1e>Золотых монет</color> и я также ставлю {GoldCoinsPlayerBet} <color=#fddc1e>Золотых монет</color>. \n\nВаша первая карта <color=#019245><b>{PlayerCards}</b></color>.,"あなたは<color=#fddc1e> {GoldCoinsPlayerBet}ゴールドコイン</color>を賭け, 私も<color=#fddc1e> {GoldCoinsPlayerBet}ゴールドコイン</color>を賭けます. \n\nあなたの最初のカードは<color=#019245><b> {PlayerCards}</b></color>です. ",你下注了 {GoldCoinsPlayerBet} <color=#fddc1e>金币</color> 我也同样下注了 {GoldCoinsPlayerBet} <color=#fddc1e>金币</color>。\n\n你的第一张牌是 <color=#019245><b>{PlayerCards}</b></color>。,你下注{GoldCoinsPlayerBet} <color=#fddc1e>金幣</color> ，我也將投注{GoldCoinsPlayerBet} <color=#fddc1e>金幣</color>。\n\n你的第一張卡是 <color=#019245><b>{PlayerCards}</b></color>。,,,Στοιχιμάτισες {GoldCoinsPlayerBet} <color=#fddc1e>Χρυσά Νομίσματα</color> και εγώ επίσης στοιχιματίζω {GoldCoinsPlayerBet} <color=#fddc1e>Χρυσά Νομίσματα</color>. \n\nΗ πρώτη σου κάρτα είναι <color=#019245><b>{PlayerCards}</b></color>.,,Bạn đặt cược {GoldCoinsPlayerBet} <color=#fddc1e> Xu vàng </color> và tôi cũng sẽ đặt cược {GoldCoinsPlayerBet} <color=#fddc1e>Xu vàng </color>.\n\nThẻ đầu tiên của bạn là <color=#019245> <b> {PlayerCards} </b> </color>.
txt_aqCI0,Do you want another card?,Möchtst du eine andere Karte?,Voulez-vous une autre carte?,Vuoi un'altra carta?,,,Deseja outra carta?,,Вы хотите еще карту?,他のカードが欲しい？,你想要另一张牌吗？,你想要另一張卡嗎？,,,Θέλεις μία άλλη κάρτα;,,Bạn có muốn một thẻ khác không?
txt_GiiaK,Yes,Ja,Oui,Si,,,Sim,,Да,Yes,是,是的,,,Ναι,,Đúng
txt_8OGas,No,Nein,Non,No,,,Não,,Нет,No,否,不,,,Όχι,,Không
txt_GaeK3,Your next card is <color=#019245><b>{NextCard}</b></color>. \nNow you have <color=#fd9b00><b>{PlayerCards}</b></color> in total!,Deine nächste Karte ist <color=#019245><b>{NextCard}</b></color>. \nNun hast du <color=#fd9b00><b>{PlayerCards}</b></color> insgesamt!,Votre carte suivante est <color=#019245><b>{NextCard}</b></color>. \nMaintenant vous avez <color=#fd9b00><b>{PlayerCards}</b></color> au total!,La tua prossima carta è <color=#019245><b>{NextCard}</b></color>. \nAdesso hai <color=#fd9b00><b>{PlayerCards}</b></color> in totale!,,,Sua próxima carta é <color=#019245><b>{NextCard}</b></color>. \nAgora você tem <color=#fd9b00><b>{PlayerCards}</b></color> no total!,,Ваша следующая карта <color=#019245><b>{NextCard}</b></color>. \nВы набрали <color=#fd9b00><b>{PlayerCards}</b></color> всего!,"次のカードは<color=#019245><b> {NextCard}です. \nあなたの合計は<color=#fd9b00><b> {PlayerCards}</b></color>です. ",你的下一张牌是 <color=#019245><b>{NextCard}</b></color>。\n现在你总共有 <color=#fd9b00><b>{PlayerCards}</b></color> 张牌！,您的下一張卡是<color=＃019245><b>{nextcard}</b></color>。\n現在你有<color=＃fd9b00><b>{PlayerCards}總共</b></color>,,,Η επόμενή σου κάρτα είναι <color=#019245><b>{NextCard}</b></color>. \nΤώρα έχεις <color=#fd9b00><b>{PlayerCards}</b></color> συνολικά!,,Thẻ tiếp theo của bạn là <color=#019245> <b> {NextCard} </b> </color>.\nBây giờ bạn có tổng cộng <color=#fd9b00> <b> {PlayerCards} </b> </color>!
txt_G0Fqm,<color=#cf0707>You lost!</color>,<color=#cf0707>Du hast verloren!</color>,<color=#cf0707>Vous avez perdu!</color>,<color=#cf0707>Hai Perso!</color>,,,<color=#cf0707>Você perdeu!</color>,,<color=#cf0707>Вы проиграли!</color>,<color=#cf0707>あなたの負けです！</color>,<color=#cf0707>你输了！</color>,<color=＃cf0707>你輸了！</color>,,,<color=#cf0707>Έχασες!</color>,,<color=#cf0707> Bạn đã thua! </color>
txt_O4W4q,My first card is a <color=#019494>{DealerCards}</color>,Meine erste Karte ist <color=#019494>{DealerCards}</color>,Ma première carte est <color=#019494>{DealerCards}</color>,La mia prima carta è <color=#019494>{DealerCards}</color>,,,Minha primeira carta é <color=#019494>{DealerCards}</color>,,Моя первая карта <color=#019494>{DealerCards}</color>,"私の最初のカードは<color=#019494> {DealerCards}</color>です. ",我的第一张牌是 <color=#019494>{DealerCards}</color>,我的第一張牌是<color=＃019494>{DealerCards}</color>,,,,,Thẻ đầu tiên của tôi là <color=#019494> {DealerCards} </color>
txt_0CqKm,My next card is <color=#019494>{DealerNewCard}</color>.   Now I have <color=#019494><b>{DealerCards}!</b></color>,Meine nächste Karte ist <color=#019494>{DealerNewCard}</color>. Nun habe ich <color=#019494><b>{DealerCards}!</b></color>,Ma carte suivante est <color=#019494>{DealerNewCard}</color>. Maintenant j'ai <color=#019494><b>{DealerCards}!</b></color> au total!,La mia prossima carta è <color=#019494>{DealerNewCard}</color>.   Adesso ho <color=#019494><b>{DealerCards}!</b></color>,,,"Minha próxima carta é <color=#019494>{DealerNewCard}</color>.  Agora, tenho <color=#019494><b>{DealerCards}!</b></color>",,Моя следующая карта <color=#019494>{DealerNewCard}</color>.   Я набрал <color=#019494><b>{DealerCards}!</b></color>,私の次のカードは<color=#019494> {DealerNewCard}</color>です. これで<color=#019494><b> {DealerCards}</b></color>ができました！,我的下一张牌是 <color=#019494>{DealerNewCard}</color>。  现在我有 <color=#019494><b>{DealerCards}</b></color> 张牌！,我的下一張卡是<color=＃019494>{dealernewcard}</color>。現在我有<color=＃019494><b>{dealercards}！</b></color>,,,,,Thẻ tiếp theo của tôi là <color=#019494> {DealerNewCard} </color>. Bây giờ tôi có <color=#019494> <b> {DealerCards}! </b> </color>
txt_40jMG,<color=#019245><b>You won! </b></color>Here take your <color=#fddc1e>{2*GoldCoinsPlayerBet} gold coins</color>!,"<color=#019245><b>Du hast gewonnen! </b></color>Hier, nimm deine <color=#fddc1e>{2*GoldCoinsPlayerBet} Goldmünzen</color>!",<color=#019245><b>YVous avez gagné!</b></color>. Voici vos <color=#fddc1e>{2*GoldCoinsPlayerBet} Pièces d'or</color>!,"<color=#019245><b>Hai vinto! </b></color>Ecco, prendi le tue <color=#fddc1e>{2*GoldCoinsPlayerBet} Monete d'Oro</color>!",,,"<color=#019245><b>Você venceu! </b></color>Aqui, peque suas <color=#fddc1e>{2*GoldCoinsPlayerBet} Moedas de Ouro</color>!",,<color=#019245><b>Вы выиграли! </b></color>Заберите ваши <color=#fddc1e>{2*GoldCoinsPlayerBet} Золотых монет</color>!,<color=#019245><b>あなたの勝ちです！</b></color><color=#fddc1e> {2*GoldCoinsPlayerBet} </color>ゴールドコインをどうぞ！,<color=#019245><b>你赢了！</b></color>这是你的<color=#fddc1e>{2*GoldCoinsPlayerBet}金币</color>！,<color=＃019245><b>你贏了！</b></color>拿走你的<color=＃fddc1e>{2*goldcoinsplayerbet}金幣</color>！,,,,,<color=#019245> <b> Bạn đã thắng! </b> </color> Tại đây nhận <color=#fddc1e> {2 * GoldCoinsPlayerBet} Xu vàng </color> của bạn!
txt_8mhiq,You have <color=#fd9b00>{PlayerCards}</color>. <color=#ff0000>You lost!</color>,Du hast <color=#fd9b00>{PlayerCards}</color>. <color=#ff0000>Du hast verlorent!</color>,Vous avez <color=#fd9b00>{PlayerCards}</color>. <color=#ff0000>Vous avez perdu!</color>,Hai <color=#fd9b00>{PlayerCards}</color>. <color=#ff0000>Hai perso!</color>,,,Você tem <color=#fd9b00>{PlayerCards}</color>. <color=#ff0000>Você perdeu!</color>,,У вас <color=#fd9b00>{PlayerCards}</color>. <color=#ff0000>Вы проиграли!</color>,あなたのカードは<color=#fd9b00> {PlayerCards} </color>. <color=#ff0000>あなたの負けです！</color>,您有 <color=#fd9b00>{PlayerCards}</color>。 <color=#ff0000>您输了！</color>,您有<color=＃fd9b00>{PlayerCards}</color>。<color=＃ff0000>你輸了！</color>,,,,,Bạn có <color=#fd9b00> {PlayerCards} </color>. <color=#ff0000> Bạn đã thua! </color>
txt_8Ujii,You have <color=#019245>won {TotalGamesWon}</color> and <color=#cf0707>lost {TotalGamesLost}</color> <color=#cf0707></color>games in this session so far.\nDo you want to play again?,Du hast bis jetzt<color=#019245>{TotalGamesWon} gewonnene</color> und <color=#cf0707>{TotalGamesLost} verlorene</color> <color=#cf0707></color> Partien in dieser Runde.\n Möchtest du wieder spielen?,,Hai <color=#019245>vinto {TotalGamesWon}</color> e <color=#cf0707>perso {TotalGamesLost}</color> <color=#cf0707></color> partite in questa sessione fino ad ora.\nVuoi giocare ancora?,,,,,Вы <color=#019245>выйграли {TotalGamesWon}</color> и <color=#cf0707>проиграли {TotalGamesLost}</color> <color=#cf0707></color>игр в этом игровом сеансе.\nХотите играть еще?,"あなたはこれまでのところ, このセッションで<color=#019245> {TotalGamesWon}回勝ち</color> , <color=#cf0707> TotalGamesLost}回負け</color>ています. \nもう一度プレイしますか？",到目前为止，您在这一局游戏中赢得了 <color=#019245>{TotalGamesWon}</color> 和 <color=#cf0707>Lost {TotalGamesLost}</color> <color=#cf0707></color>游戏。,你已<color=＃019245>贏了{TotalGamesWon}</color>和<color=＃cf0707>失去{TotalGamesLost}</color><color=＃cf0707></color>到目前為止。\n你想再玩嗎？,,,,,"Cho đến nay, bạn đã <color=#019245> thắng {TotalGamesWon} </color> và <color=#cf0707> trò chơi {TotalGamesLost} </color> <color=#cf0707> </color> trong phiên này.\nBạn có muốn chơi lại không?"
txt_vmOu4,Yes,Ja,Oui,Si,,,Sim,,Да,Yes,想,是的,,,,,Đúng
txt_8Oiie,No,Nein,Non,No,,,Não,,Нет,No,不想,不,,,,,Không
txt_O8CaF,Come back soon! Bye.,Komm bald wieder! Bye,Revenez me voir! Bye.,Torna presto! Ciao.,,,Volte sempre! Até mais.,,Возвращайся скорее! До свидания.,"また来てください！　さようなら. ",下次再来！再见。,有空再來！再見。,,,,,Quay lại sớm! Tạm biệt!
txt_oiqaF,"First I draw cards for you, then for myself. Whoever comes closest to number 21 wins. The card I draw has the number from 1 to 11. After each card you have the choice to stop.\nIf you win, you get my part on top of your bet.","Erst lege ich Karten für dich, dann für mich. Wer näher an den Wert 21 kommt, gewinnt. Die Karten die ich lege, haben Werte zwischen 1 und 11. Nach jeder Karte hast du die Möglichkeit aufzuhören.\n Wenn du gewinnst, bekommst du meinen Einsatz.","Je pioche d'abord des cartes pour vous, puis pour moi. Celui qui s'approche le plus du nombre 21 gagne. La carte piochée a un nombre de 1 à 11. Après chaque carte, vous avez le choix d'arrêter. \nSi vous gagnez, vous obtenez ma part en plus de votre mise.","Pescherò prima le tue carte, poi le mie. Vince chi arriva più vicino al Numero 21. Le carte che pesco possono andare dall'1 all'11. Dopo ogni carta puoi decidere di fermarti.\nSe vinci, riceverai la somma delle nostre scommesse.",,,,,"Сначала я раздаю карты вам, потом себе. Тот, кто ближе всех к числу 21, побеждает. Карта, которую я раздаю, имеет номер от 1 до 11. После каждой карты у вас есть возможность остановиться.\nЕсли вы выиграете, вы получите мою ставку в дополнение к вашей.","最初にあなたのためにカードを引き, 次に私のためにカードを引きます. 21に一番近い人が勝ちです. 私が引くカードには1から11までの数字が描かれています. カードを引いた後, もうカードを引くのを止めるかどうかを選ぶことができます. \nあなたが勝った場合, あなたの賭け金と私の分の賭け金をもらえます. ",首先我为你抽牌，然后为自己抽牌。谁的牌面数字最接近21谁就赢。我抽的牌上的数字从1到11。每抽一张牌后，你可以选择停止。如果你赢了，你将赢得我那部分加上你的赌注。,首先我為你抽一張卡，然後為自己抽一張。最接近21點的勝。我抽的卡片的數字從1到11.在每次抽卡後，您可以選擇停止。\n如果你贏了，你可以贏得我的籌碼。,,,,,"Đầu tiên tôi rút thẻ cho bạn, sau đó cho chính tôi. Ai đến gần Số 21 nhất sẽ thắng. Thẻ tôi rút có số từ 1 đến 11. Sau mỗi thẻ bạn có quyền lựa chọn dừng lại.\nNếu bạn thắng, bạn sẽ nhận được phần của tôi trên tiền cược của bạn."
txt_emqJ4,"Ok thanks, I got it <i><color=#ffffff>(Back)</color></i>","Ok danke, ich habe verstanden <i><color=#ffffff>(Back)</color></i>",Ok j'ai compris <i><color=#ffffff>(Retour)</color></i>,"Ok ho capito, grazie <i><color=#ffffff>(Indietro)</color></i>",,,Entendi. Obrigado. <i><color=#ffffff>(Voltar)</color></i>,,"Хорошо, спасибо, я понял <i><color=#ffffff>(Вернуться)</color></i>","OKありがとう, もらった<i><color=#ffffff>（戻る）</color></i>",好的，谢谢，我明白了 <i><color=#ffffff>（返回）</color></i>,好的，謝謝，我了解了<i><color=＃ffffff>（返回）</color></i>,,,,,"Ok, cảm ơn, tôi đã hiểu rồi <i> <color=#ffffff> (Quay lại) </color> </i>"
txt_80qd8,"Wait, how does it work?","Warte, wie funktioniert das?","Attendez, comment ça marche?","Un momento, come funziona?",,,Espere! Como funciona?,,"Подождите, как это работает?","待て, これはどうやるんだ？",等等，这怎么用？,等等，它是如何運作的？,,,,,"Chờ đã, nó hoạt động như thế nào?"
txt_O4ame,You lost 20 times on my table now. Come back later and think about getting a real job maybe.,"Du hast jetzt 20 Mal an meinem Tisch verloren. Komm später wieder und denke inzwischen darüber nach, vielleicht eine ordentlichen Arbeit zu übernehmen.","Vous avez perdu 20 fois sur ma table, jusqu'à présent. Revenez plus tard mais pensez peut-être à trouver un vrai travail.",Hai perso 20 volte al mio tavolo fino adesso. Torna più tardi e prova a penasare se è il caso di trovare un vero lavoro.,,,Você perdeu 20 vezes na minha mesa até agora.Volte depois e talvez considere arranjar um emprego de verdade.,,Вы проиграли 20 раз за моим столом. Возвращайтесь позже и подумайте о поиске настоящей работы.,"あなたは今まで私のテーブルで20回も負けました. ちょっと休憩でもして, まともな仕事に就くことを考えたらどうでしょうか. ",你现在在我的赌桌上输了 20 倍。以后再来吧，也许可以考虑找份真正的工作。,你現在這牌桌輸了20次。晚點再來或著好好考慮認真工作吧。,,,,,Bạn đã thua 20 lần trên bàn của tôi cho đến nay. Hãy quay lại sau và nghĩ về việc có thể kiếm được một công việc thực sự.
txt_KaO0m,It's you again! Our management ordered me to refuse playing with you. Come back later.,"Du schon wieder! Unser Management hat mich angewiesen, Spiele mit dir zu verweigern. Komm später wieder.",C'est encore vous! La direction m'interdit de jouer avec vous. Revenez plus tard.,Ancora tu! La Direzione mi ha ordinato di rifiutarmi di farti giocare. Torna più tardi.,,,Você de novo! Tenho ordens de nossa gerência para recusar jogar com você. Volte mais tarde.,,Это снова ты! Наше руководство приказало мне отказаться от игры с вами. Возвращайтесь позже.,"またお前か！我々の経営者はお前との遊びを拒否するように命じた. 後で来てくれ. ",又是你！我们的管理层命令我拒绝和你玩。以后再来吧,又是你！我們的經理命令我拒絕和你打牌。過會兒回來。,,,,,Bạn đã trở lại! Quản lý của chúng tôi đã ra lệnh cho tôi từ chối chơi với bạn. Quay lại sau.
txt_eeUSG,Can you tell me my statistics first?,Kannst du mir zuerst meinen Spielstand sagen?,Pouvez-vous d'abord me montrer mes statistiques?,Puoi mostrarmi le mie statistiche prima?,,,Pode falar sobre minhas Estatísticas em primeiro lugar?,,Можете ли вы сначала рассказать мне мою статистику?,先に私の統計を教えてくれないか？,你能先告诉我统计数据吗？,你能先告訴我我的統計數據嗎？,,,,,Bạn có thể cho tôi biết Thống kê của tôi trước được không?
