KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
DF_ItemInfo_DF_MeleeSword_03,[c][ffffff][i]After few failed attempts this is our established Symelite sword. It worked very effective against our test objects. [/i][-][/c]\n[c][ffffff][i]- - -[/i][-][/c]\n[i][c][ffffff]Unlock with: [-][/c][c][fdb100]Research Station (Symelite)[-][/c][/i],[c][ffffff][i]Nach einigen fehlgeschlagenen Versuchen ist dies unser etabliertes Symelit-Schwert. Es hat sich bei unseren Testobjekten als sehr effektiv erwiesen. [/i][-][/c]\n[c][ffffff][i]- - -[/i][-][/c]\n[i][c][ffffff]Freischalten mit: [-][/c][c][fdb100]Forschungsstation (Symelit)[-][/c][/i],"[c][ffffff][i]Après quelques tentatives échouées, voici notre épée Symélite établie. Elle a été très efficace contre nos objets de test.[/i][-][/c]\n[c][ffffff][i]- - -[/i][-][/c]\n[i][c][ffffff]Débloquez avec : [-][/c][c][fdb100]Station de Recherche (Symélite)[-][/c][/i]",[c][ffffff][i]Dopo alcuni tentativi falliti questa è la nostra spada Symelite stabilita. Ha funzionato molto efficacemente contro i nostri oggetti di prova.[/i][-][/c]\n[c][ffffff][i]- - -[/i][-][/c]\n[i][c][ffffff]Sblocca con: [-][/c][c][fdb100]Stazione di ricerca (Symelite)[-][/c][/i],"[c][ffffff][i]Después de algunos intentos fallidos, esta es nuestra espada Symelita establecida. Funcionó muy eficazmente contra nuestros objetos de prueba.[/i][-][/c]\n[c][ffffff][i]- - -[/i][-][/c]\n[i][c][ffffff]Desbloquear con: [-][/c][c][fdb100]Estación de Investigación (Symelita)[-][/c][/i]",,"[c][ffffff][i]Após algumas tentativas fracassadas, esta é a nossa espada de Symelita estabelecida. Funcionou muito eficazmente contra nossos objetos de teste.[/i][-][/c]\n[c][ffffff][i]- - -[/i][-][/c]\n[i][c][ffffff]Desbloqueie com: [-][/c][c][fdb100]Estação de Pesquisa (Symelita)[-][/c][/i]",,[c][ffffff][i]После нескольких неудачных попыток это наш утверждённый меч Симелита. Он оказался очень эффективным против наших тестовых объектов.[/i][-][/c]\n[c][ffffff][i]- - -[/i][-][/c]\n[i][c][ffffff]Разблокировать с помощью: [-][/c][c][fdb100]Исследовательская Станция (Симелит)[-][/c][/i],,[c][ffffff][i]经过几次失败尝试，这是我们确立的赛米莱特剑。它对我们的测试对象非常有效。[/i][-][/c]\n[c][ffffff][i]- - -[/i][-][/c]\n[i][c][ffffff]解锁方式：[-][/c][c][fdb100]赛米莱特研究站[-][/c][/i],,,,,,
ttwExoTec,[c][fdb100]Symelite Research[-][/c],[c][fdb100]Symelite Forschung[-][/c],[c][fdb100]Recherche sur le Symélite[-][/c],[c][fdb100]Ricerca Symelite[-][/c],[c][fdb100]Investigación Symelita[-][/c],,[c][fdb100]Pesquisa Symelita[-][/c],,[c][fdb100]Исследования Симелита[-][/c],,[c][fdb100]赛米莱特研究[-][/c],,,,,,
DF_Lilly_Alive,Lilly,Lilly,Lilly,Lilly,Lilly,,Lilly,,Лилли,,莉莉,,,,,,
DF_Lilly,Lilly,Lilly,Lilly,Lilly,Lilly,,Lilly,,Лилли,,莉莉,,,,,,
FarrPrimeCorruptedDeadStaticProne,Dr. Obinski,Dr. Obinski,Dr. Obinski,Dr. Obinski,Dr. Obinski,,Dr. Obinski,,Доктор Обински,,奥宾斯基博士,,,,,,
HumanOfficerFemaleDeadStaticProne,Lilly,Lilly,Lilly,Lilly,Lilly,,Lilly,,Лилли,,莉莉,,,,,,
DF_ThrusterJetRound2x5x2,Boost Jet Thruster (2x5x2),Boost-Düsentriebwerk (2x5x2),Propulseur à réaction Boost (2x5x2),Propulsore a Getto Potenziato (2x5x2),Propulsor de Impulso (2x5x2),,Propulsor de Jato de Impulso (2x5x2),,Ускорительный Реактивный Ускоритель (2x5x2),,增压喷气推进器（2x5x2）,,,,,,
DF_WarpDriveTerminal,Warp Drive Terminal,Warp-Antriebsterminal,Terminal de propulsion Warp,Terminale del Motore Warp,Terminal de Unidad de Distorsión,,Terminal de Propulsão por Dobra,,Терминал Гипердвигателя,,曲速驱动终端,,,,,,
DF_SymelitCoreBA,Symelite Core,Symelit-Kern,Noyau de Symélite,Nucleo di Symelite,Núcleo de Symelita,,Núcleo de Symelita,,Ядро Симелита,,赛米莱特核心,,,,,,
DF_SymelitCoreCV,Symelite Core,Symelit-Kern,Noyau de Symélite,Nucleo di Symelite,Núcleo de Symelita,,Núcleo de Symelita,,Ядро Симелита,,赛米莱特核心,,,,,,
DF_SymelitCoreHV,Symelite Core,Symelit-Kern,Noyau de Symélite,Nucleo di Symelite,Núcleo de Symelita,,Núcleo de Symelita,,Ядро Симелита,,赛米莱特核心,,,,,,
DF_SymelitCoreSV,Symelite Core,Symelit-Kern,Noyau de Symélite,Nucleo di Symelite,Núcleo de Symelita,,Núcleo de Symelita,,Ядро Симелита,,赛米莱特核心,,,,,,
DF_DataPad,Johns Datapad,Johns Datapad,Bloc-notes de Johns,Datapad di Johns,Datapad de Johns,,Datapad de Johns,,Дневник Джонса,,约翰的数据板,,,,,,
DF_GravityGeneratorSV,Gravity Generator (SV),Schwerkraftgenerator (SV),Générateur de gravité (SV),Generatore di Gravità (SV),Generador de Gravedad (SV),,Gerador de Gravidade (SV),,Генератор Гравитации (КС),,重力发生器（SV）,,,,,,
DF_LillysDatapad,[c][fdb100]Lillys Datapad[-][/c],[c][fdb100]Lillys Datapad[-][/c],[c][fdb100]Bloc-notes de Lilly[-][/c],[c][fdb100]Datapad di Lilly[-][/c],[c][fdb100]Datapad de Lilly[-][/c],,[c][fdb100]Datapad da Lilly[-][/c],,[c][fdb100]Датапад Лилли[-][/c],,[c][fdb100]莉莉的数据板[-][/c],,,,,,
DF_descLillysDatapad,"[c][ec5555][i]My Dear John,[/i]\n[i]everything happened so fast... those creatures... that organism... I tried to wake you up but they already boarded us... [/i]\n[i]I saw they came from the planet nearby. The planet we were ordered to explore...[/i]\n[i]I locked the door but I think you are not safe here![/i]\n[i]I'm sorry to leave this burden to you. I love you![/i]\n[i]Lilly[/i][-][/c]","[c][ec5555][i]Mein lieber John,[/i]\n[i]alles geschah so schnell... diese Kreaturen... dieses Organismus... Ich habe versucht, dich zu wecken, aber sie waren bereits an Bord... [/i]\n[i]Ich sah, dass sie vom nahegelegenen Planeten kamen. Dem Planeten, den wir erforschen sollten...[/i]\n[i]Ich habe die Tür verriegelt, aber ich glaube, du bist hier nicht sicher![/i]\n[i]Es tut mir leid, dir diese Bürde zu hinterlassen. Ich liebe dich![/i]\n[i]Lilly[/i][-][/c]","[c][ec5555][i]Mon cher John,[/i]\n[i]tout s'est passé si vite... ces créatures... cet organisme... J'ai essayé de te réveiller mais ils étaient déjà à bord... [/i]\n[i]Je les ai vus venir de la planète à proximité. La planète que nous devions explorer...[/i]\n[i]J'ai verrouillé la porte mais je pense que tu n'es pas en sécurité ici ![/i]\n[i]Je suis désolée de te laisser ce fardeau. Je t'aime ![/i]\n[i]Lilly[/i][-][/c]","[c][ec5555][i]Mio caro John,[/i]\n[i]tutto è accaduto così velocemente... quelle creature... quell'organismo... Ho provato a svegliarti ma erano già a bordo... [/i]\n[i]Ho visto che venivano dal pianeta vicino. Il pianeta che ci era stato ordinato di esplorare...[/i]\n[i]Ho chiuso la porta a chiave ma penso che qui non sei al sicuro![/i]\n[i]Mi dispiace lasciarti questo peso. Ti amo![/i]\n[i]Lilly[/i][-][/c]","[c][ec5555][i]Mi querido John,[/i]\n[i]todo ocurrió tan rápido... esas criaturas... ese organismo... Intenté despertarte pero ya habían abordado la nave... [/i]\n[i]Vi que venían del planeta cercano. El planeta que nos ordenaron explorar...[/i]\n[i]Bloqueé la puerta pero creo que no estás seguro aquí![/i]\n[i]¡Lamento dejarte esta carga! ¡Te amo![/i]\n[i]Lilly[/i][-][/c]",,"[c][ec5555][i]Meu Querido John,[/i]\n[i]tudo aconteceu tão rápido... aquelas criaturas... aquele organismo... Eu tentei te acordar, mas eles já haviam invadido nossa nave... [/i]\n[i]Eu vi que eles vieram do planeta próximo. O planeta que fomos ordenados a explorar...[/i]\n[i]Eu tranquei a porta, mas acho que você não está seguro aqui![/i]\n[i]Sinto muito deixar esse fardo para você. Eu te amo![/i]\n[i]Lilly[/i][-][/c]",,"[c][ec5555][i]Мой дорогой Джон,[/i]\n[i]всё произошло так быстро... эти существа... тот организм... Я пыталась разбудить тебя, но они уже ворвались на борт... [/i]\n[i]Я видела, они пришли с близлежащей планеты. С планеты, которую нам приказали исследовать...[/i]\n[i]Я заперла дверь, но я думаю, тебе здесь не безопасно![/i]\n[i]Мне жаль оставлять тебе эту ношу. Я люблю тебя![/i]\n[i]Лилли[/i][-][/c]",,[c][ec5555][i]亲爱的约翰，[/i]\n[i]一切发生得太快了...那些生物...那种生物体...我试图叫醒你，但它们已经登上了我们的船...[/i]\n[i]我看到它们来自附近的星球。我们被命令探索的那颗星球...[/i]\n[i]我锁上了门，但我认为你在这里并不安全！[/i]\n[i]很抱歉留下这个负担给你。我爱你！[/i]\n[i]莉莉[/i][-][/c],,,,,,
DF_DrOblinskisDatapad,[c][fdb100]Dr. Obinskis Datapad[-][/c],[c][fdb100]Dr. Obinskis Datapad[-][/c],[c][fdb100]Bloc-notes du Dr. Obinski[-][/c],[c][fdb100]Datapad del Dr. Obinski[-][/c],[c][fdb100]Datapad del Dr. Obinski[-][/c],,[c][fdb100]Datapad do Dr. Obinski[-][/c],,[c][fdb100]Датапад доктора Обински[-][/c],,[c][fdb100]奥宾斯基博士的数据板[-][/c],,,,,,
DF_descDrOblinskisDatapad,[b]Day... 150?[/b]\nI must deliver... this sword... to the Vanguard... last... hope... ,[b]Tag... 150?[/b]\nIch muss... dieses Schwert... zur Vanguard bringen... letzte... Hoffnung...,[b]Jour... 150 ?[/b]\nJe dois livrer... cette épée... à la Vanguard... dernier... espoir...,[b]Giorno... 150?[/b]\nDevo consegnare... questa spada... alla Vanguard... ultima... speranza...,[b]Día... ¿150?[/b]\nDebo entregar... esta espada... a la Vanguardia... última... esperanza... ,,[b]Dia... 150?[/b]\nEu devo entregar... esta espada... à Vanguarda... última... esperança... ,,[b]День... 150?[/b]\nЯ должен доставить... этот меч... в Авангард... последняя... надежда...,,[b]第...150天？[/b]\n我必须将...这把剑...交给先锋...最后的...希望...,,,,,,
DF_LandingPlatformTerminalKey,[c][faf200]Landing Platform Terminal Key[-][/c],[c][faf200]Schlüssel für das Landeplattform-Terminal[-][/c],[c][faf200]Clé du Terminal de la Plateforme d'Atterrissage[-][/c],[c][faf200]Chiave del Terminale della Piattaforma di Atterraggio[-][/c],[c][faf200]Llave del Terminal de la Plataforma de Aterrizaje[-][/c],,[c][faf200]Chave do Terminal da Plataforma de Pouso[-][/c],,[c][faf200]Ключ Терминала Посадочной Платформы[-][/c],,[c][faf200]登陆平台终端钥匙[-][/c],,,,,,
DF_descLandingPlatformTerminalKey,Authorization Key for the Landing Platform Terminal at the ARC Research Lab,Autorisierungsschlüssel für das Landeplattform-Terminal im ARC-Forschungslabor,Clé d'autorisation pour le Terminal de la Plateforme d'Atterrissage au Labo de Recherche ARC,Chiave di autorizzazione per il Terminale della Piattaforma di Atterraggio presso il Laboratorio di Ricerca ARC,Llave de autorización para el Terminal de la Plataforma de Aterrizaje en el Laboratorio de Investigación ARC.,,Chave de Autorização para o Terminal da Plataforma de Pouso no Laboratório de Pesquisa ARC,,Ключ авторизации для Терминала Посадочной Платформы в Исследовательской Лаборатории АРК,,ARC研究实验室登陆平台终端的授权钥匙,,,,,,
DF_LillysDoorSecurityKey,[c][faf200]Lillys Door Security Key[-][/c],[c][faf200]Sicherheitsschlüssel für Lillys Tür[-][/c],[c][faf200]Clé de Sécurité de la Porte de Lilly[-][/c],[c][faf200]Chiave di Sicurezza della Porta di Lilly[-][/c],[c][faf200]Llave de Seguridad de la Puerta de Lilly[-][/c],,[c][faf200]Chave de Segurança da Porta da Lilly[-][/c],,[c][faf200]Ключ Безопасности Дверей Лилли[-][/c],,[c][faf200]莉莉的门禁安全钥匙[-][/c],,,,,,
DF_descLillysDoorSecurityKey,Authorization Key for all critical Doors in the Vanguard.,Autorisierungsschlüssel für alle kritischen Türen in der Vanguard.,Clé d'autorisation pour toutes les portes critiques dans le Vanguard.,Chiave di autorizzazione per tutte le porte critiche nella Vanguard.,Llave de autorización para todas las puertas críticas en la Vanguardia.,,Chave de Autorização para todas as portas críticas na Vanguarda.,,Ключ авторизации для всех критически важных дверей в Авангарде.,,先锋中所有关键门的授权钥匙。,,,,,,
DF_TalonArMedal,Talon Medal,Talon-Medaille,Médaille de Talon,Medaglia del Talon,Medalla de Talon,,Medalha Talon,,Медаль Талона,,泰隆勋章,,,,,,
DF_descMedal,A medal granted to those that seek help,"Eine Medaille, die denen verliehen wird, die um Hilfe suchen",Une médaille accordée à ceux qui cherchent de l'aide,Una medaglia concessa a coloro che cercano aiuto,Una medalla otorgada a aquellos que buscan ayuda.,,Uma medalha concedida àqueles que buscam ajuda,,"Медаль, присуждаемая тем, кто ищет помощи",,授予那些寻求帮助者的勋章,,,,,,
DF_PolarisMedal,Polaris Medal,Polaris-Medaille,Médaille de Polaris,Medaglia del Polaris,Medalla de Polaris,,Medalha Polaris,,Медаль Поляриса,,极星勋章,,,,,,
DF_ZiraxMedal,Zirax Medal,Zirax-Medaille,Médaille de Zirax,Medaglia dei Zirax,Medalla de Zirax,,Medalha Zirax,,Медаль Зиракса,,兹瑞克斯勋章,,,,,,
DF_UtaXenoraptor_Queen,Xenos Queen,,,,,,,,,,外星女王,,,,,,
DF_descFightSimulatorToken,Authentification Token for the [c][27dd3c]Dark Faction Fight Simulator[-][/c],,,,,,,,,,用于[c][27dd3c]黑暗派系战斗模拟器[-][/c]的认证令牌,,,,,,
DF_ObinskiBoss,Dr. Obinski,,,,,,,,,,奥宾斯基博士,,,,,,
