KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
txt_WKaie,On my table you played <color=#ffffff>{GamesPlayed}</color> times.\n\nYou <color=#019245>won {TableGamesWon}</color> times.\nYou <color=#cf0707>lost {TableGamesLost}</color> times.\n\nYou <color=#019245>won {TableCoinsWon}</color> <color=#fddc1e>Gold Coins</color>.\nYou <color=#cf0707>lost {TableCoinsLost}</color> <color=#fddc1e>Gold Coins</color>.,,,,,,,,,,在我的桌子上，你玩了 <color=#ffffff>{GamesPlayed}</color> 次。\n\n你 <color=#019245>赢了 {TableGamesWon}</color> 次。\n你 <color=#cf0707>输了 {TableGamesLost}</color> 次。\n\n你 <color=#019245>赢得了 {TableCoinsWon}</color> <color=#fddc1e>金币</color>。\n你 <color=#cf0707>失去了 {TableCoinsLost}</color> <color=#fddc1e>金币</color>。,,,,,,
txt_aCMq8,Alright then... <i><color=#ffffff>(Back)</color></i>,,,,,,,,,,好的... <i><color=#ffffff>(返回)</color></i>,,,,,,
dialogue_traderSplit1,How may I serve you?,,Comment puis-je vous servir?,Come posso aiutarti?,,,,,Чем я могу служить вам?,何をいたしましょうか？,我如何为您服务？,,,Size nasıl hizmet edebilirim?,,,
dialogue_traderSplit1a,Heard anything interesting lately?,,Quelles sont les dernières nouvelles?,Quali sono le utime notizie?,,,,,Какие последние новости?,最近のニュースは？,最近有什么有趣的事情吗？,,,En son haberler neler?,,,
dialogue_traderSplit1b,I'm here to shop.,,Je souhaite commercer,Vorrei fare degli acquisti,,,,,Я хочу торговать,取引したい,我来这里购物。,,,Ticaret yapmak istiyorum,,,
dialogue_traderSplit2,We currently have a sale going on. Be sure to buy while you can!,,Des offres spéciales sont toujours à prévoir!,Le offerte speciali sono sempre dietro l'angolo!,,,,,Всегда стоит ожидать специальных предложений!,特別なオファーには必ず期待が持てます!,我们目前正在进行促销活动。一定要趁现在买！,,,Özel teklifler her zaman beklenir!,,,
dialogue_traderSplit2a,Very good.,,Super!,Molto Bene!,,,,,Очень хорошо!,ベリーナイス！,非常好。,,,Çok iyi!,,,
dialogue_traderSplit2b,I'll pass.,,Au revoir.,Saluti!,,,,,До свидания.,Bye.,我还是算了。,,,Hoşçakal.,,,
dialogue_O2uWK,I've spent too long away from my family... My contract is almost up and i'll finally be able to go home.,,Ma famille me manque. J'espère que je les verrai bientôt.,Mi manca la mia famiglia. Spero di rivederli presto.,,,,,"Я скучаю по семье. Надеюсь, я скоро их увижу.",家族に会いたい。早く会えることを願っている。,我离开家人太久了……我的合同快到期了，我终于可以回家了。,,,Ailemi özledim. Umarım yakında görüşürüz.,,,
dialogue_CKKaK,I heard there are fish up in the ponds on the Presidium. Do you think that's true?,,Ma famille me manque. J'espère qu'ils vont bien.,Penso sempre alla mia famiglia. Spero stiano tutti bene.,,,,,"Я скучаю по семье. Жертвы, которые мы приносим.",家族に会いたい。我々が行う犠牲。,我听说在Presidium的池塘里有鱼。你觉得那是真的吗？,,,Ailemi özledim. Uğruna yaptığımız fedakarlıklar.,,,
dialogue_W8uBS,"Polaris has good prices but poor quality merchandise. On the other hand, the Trade Federation's products are always top quality but are too expensive for my budget. What should I do?",,La Guilde des commerçants a des prix vraiment scandaleux.,La Gilda dei Commercianti ha veramente dei prezzi scandalosi.,,,,,У торговой федерации плохие цены.,通商連合にはいくつかの悪い価格がある。,Polaris的价格很好，但是商品质量差。另一方面，贸易联盟的产品总是最高质量的，但是对我的预算来说太昂贵了。我该怎么办？,,,Ticaret federasyonunun bazı kötü fiyatları var.,,,
dialogue_wWKTq,I heard an idiot keep insisting that TOP brewery makes root beer! That stuff has enough alcohol to degrease an engine!\nI know for a fact that you can treat infected wounds and dermal parasites with it!,,La bière de racine de cette galaxie est vraiment bonne!,La birra di radice di questa galassia è davvero buona!,,,,,Рутбир в этой галактике действительно хорош!,この銀河のルートビールは本当にうまい！,我听到有个白痴坚持说TOP酿酒厂制作根汁啤酒！那东西的酒精含量足以去油！\n我知道你确实可以用它来治疗感染的伤口和皮肤寄生虫！,,,Bu galaksideki kök birası gerçekten çok iyi!,,,
dialogue_oKiaa,"I hear someone talking about a new simulation today, it's called 'Project Eden' and they say it is great!",,"J'entends parler aujourd'hui d'une nouvelle simulation, ça s'appelle «Projet Eden» et il parait que c'est génial!",,,,,,"Я слышал, как сегодня кто-то говорит о новой симуляции, она называется «Проект Эдем», и они говорят, что она великолепна!",今日誰かが新しいシミュレーションの話をしているのを聞いたよ、「プロジェクト・エデン」と呼ばれて、すごいらしいよ！,我听说今天有人谈论一个叫做'Project Eden'的新模拟，他们说它很棒！,,,,,,
dialogue_aq0uu,I'm tired of life on this space station. Maybe I should sign up for one of the colonies in the outer reaches?,,Francis Taelyn vient d'annoncer une nouvelle version «IU». Elle aurait de jolies couleurs.,,,,,,"Фрэнсис Тэлин только что анонсировал новую версию «UI». Я слышал, у нее красивые цвета.",Francis Taelynが「UI」の新バージョンを発表しました。いい色になっているそうです。,我厌倦了在这个空间站上的生活。也许我应该报名参加外域的殖民地之一？,,,,,,
dialogue_4exuC,Why are there so few variants of alien life in this galaxy? You'd expect to see at least <i>something </i>different on each planet!,,Le pouvoir aux.. tentacules!,Potere ai .. tentacoli!,,,,,Сила .. тентаклей!,パワーを...触手に!,为什么这个星系中外星人生命的形式这么少？你至少期望在每个星球上看到一些<i>不同的东西</i>！,,,,,,
dialogue_OqiK0,Have you heard of 'Discord'? I heard they're a music group from Baymax 6.,,J'ai entendu parler d'un nouveau groupe de musique. Ils se font appeller «Discord».,Ho sentito parlare di un nuovo gruppo musicale. Si fanno chiamare 'Discord'.,,,,,Я слышал о создании новой музыкальной группы. Они называют себя Discord.,新しい音楽グループが結成されたと聞いた。彼らは「不協和音」と名乗っています。,你听说过'Discord'吗？我听说他们是来自Baymax 6的音乐团队。,,,,,,
dialogue_4ieSe,"I heard strange noises coming from a vent on the last colony I visited, I couldn't sleep at all.",,"J'ai entendu des bruits étranges provenant d'une bouche d'aération sur la dernière colonie que nous avons visitée, je n'ai pas du tout pu dormir.",,,,,,"Я слышал странные звуки, доносящиеся из вентиляционного отверстия последней посещенной нами колонии, и не мог спать из за этого.",前に行ったコロニーの通気孔から異音が聞こえてきて、全然眠れなかった。,我听到我上次访问的殖民地的一个通风口传来奇怪的声音，我根本无法入睡。,,,,,,
dialogue_uqqiK,I can't wait to ship out of this dump. The goons from HabSec keep conducting 'random' searches on my bags. It's clearly discrimination!,,Côté planète est ma préférence.,Mi piace stare dalla parte del pianeta.,,,,,Мне нравится смотреть на планету.,惑星側に行くのが好きなんだ。,我迫不及待地想离开这个垃圾堆。HabSec的暴徒们一直在对我的包进行'随机'搜查。这显然是歧视！,,,,,,
dialogue_3uku4,"A lot of people complain about the Zirax's governing. Honestly, I think they're fine. They could've regressed into complete tyranny but have kept to their treaties and keep the galaxy safe.",,Les Zirax sont d'excellents dirigeants. Aucune réglementation!,Gli Zirax sono ottimi governatori. Nessun regolamento!,,,,,Зиракс - прекрасные губернаторы. Никаких правил!,ジラックスは優れた統治者だ。規制がない！,很多人抱怨Zirax的治理。老实说，我认为他们很好。他们本可以退回到完全的暴政，但一直遵守他们的条约，保持星系的安全。,,,,,,
dialogue_mqS04,"I've heard that Vermillion of Forge Aerospace has been contracted by Rados to build new bases for them. He has an apartment on one of the trade stations, but I don't know which.",,Je préfère mourir plutôt que de payer plus d'impôts.,Preferirei morire piuttosto che pagare più tasse.,,,,,"Я лучше умру, чем буду платить больше налогов.",これ以上税金を払うくらいなら死んだ方がマシだ。,我听说Forge Aerospace的Vermillion被Rados雇佣来为他们建造新的基地。他在其中一个贸易空间站有公寓，但我不知道是哪一个。,,,,,,
dialogue_We84e,I'm looking for ship to Farpoint Station. Are you a Federation captain? No? Oh well.,,"Il n'y a pas de lendemain, seulement aujourd'hui!","Non c'è un domani, il presente è oggi!",,,,,"Там нет завтра, только сегодня!",明日はない、今日だけだ！,我在找一艘去Farpoint Station的飞船。你是联邦的舰长吗？不是？哦，好吧。,,,,,,
dialogue_uECW0,I saw an idiot flying a Naginata the other day. I suppose 'crashing' is probably the better term. Smashed right into the ground outside an Abyssal fortress on a Plasma planet!,,Cet emplacement a de nombreux avantages.,Questo luogo ha molte belle qualità.,,,,,У этого места много хороших качеств.,この場所には多くの素晴らしい資質があります。,前几天我看到有个白痴在飞Naginata。我想'坠毁'可能是更好的说法。正好撞进了一个Abyssal堡垒外的地面上，在一个等离子体星球上！,,,,,,
dialogue_6pmsM,<i>(leave)</i>,,<i>(quitter)</i>,<i>(vattene)</i>,,,,,<i>(уйти)</i>,<i>(去る)</i>,<i>(离开)</i>,,,<i>(çık)</i>,,,
dialogue_0EuCe,<i>(leave)</i>,,<i>(quitter)</i>,<i>(vattene)</i>,,,,,<i>(уйти)</i>,<i>(去る)</i>,<i>(离开)</i>,,,<i>(çık)</i>,,,
dialogue_GOi8I,<i>(leave)</i>,,<i>(quitter)</i>,<i>(vattene)</i>,,,,,<i>(уйти)</i>,<i>(去る)</i>,<i>(离开)</i>,,,<i>(çık)</i>,,,
dialogue_a4G8W,<i>(leave)</i>,,<i>(quitter)</i>,<i>(vattene)</i>,,,,,<i>(уйти)</i>,<i>(去る)</i>,<i>(离开)</i>,,,<i>(çık)</i>,,,
dialogue_mOqee,<i>(leave)</i>,,<i>(quitter)</i>,<i>(vattene)</i>,,,,,<i>(уйти)</i>,<i>(去る)</i>,<i>(离开)</i>,,,<i>(çık)</i>,,,
dialogue_eG9aS,<i>(leave)</i>,,<i>(quitter)</i>,<i>(vattene)</i>,,,,,<i>(уйти)</i>,<i>(去る)</i>,<i>(离开)</i>,,,<i>(çık)</i>,,,
dialogue_Cm84a,<i>(leave)</i>,,<i>(quitter)</i>,<i>(vattene)</i>,,,,,<i>(уйти)</i>,<i>(去る)</i>,<i>(离开)</i>,,,<i>(çık)</i>,,,
dialogue_WQGAa,<i>(leave)</i>,,<i>(quitter)</i>,<i>(vattene)</i>,,,,,<i>(уйти)</i>,<i>(去る)</i>,<i>(离开)</i>,,,<i>(çık)</i>,,,
dialogue_SecG0,<i>(leave)</i>,,<i>(quitter)</i>,<i>(vattene)</i>,,,,,<i>(уйти)</i>,<i>(去る)</i>,<i>(离开)</i>,,,<i>(çık)</i>,,,
dialogue_GC4S4,<i>(leave)</i>,,<i>(quitter)</i>,<i>(vattene)</i>,,,,,<i>(уйти)</i>,<i>(去る)</i>,<i>(离开)</i>,,,<i>(çık)</i>,,,
dialogue_W8OqM,<i>(leave)</i>,,<i>(quitter)</i>,<i>(vattene)</i>,,,,,<i>(уйти)</i>,<i>(去る)</i>,<i>(离开)</i>,,,<i>(çık)</i>,,,
dialogue_44OOm,<i>(leave)</i>,,<i>(quitter)</i>,<i>(vattene)</i>,,,,,<i>(уйти)</i>,<i>(去る)</i>,<i>(离开)</i>,,,<i>(çık)</i>,,,
dialogue_04ila,<i>(leave)</i>,,<i>(quitter)</i>,<i>(vattene)</i>,,,,,<i>(уйти)</i>,<i>(去る)</i>,<i>(离开)</i>,,,<i>(çık)</i>,,,
dialogue_Pqsuq,<i>(leave)</i>,,<i>(quitter)</i>,<i>(vattene)</i>,,,,,<i>(уйти)</i>,<i>(去る)</i>,<i>(离开)</i>,,,<i>(çık)</i>,,,
dialogue_8uuOW,<i>(leave)</i>,,<i>(quitter)</i>,<i>(vattene)</i>,,,,,<i>(уйти)</i>,<i>(去る)</i>,<i>(离开)</i>,,,<i>(çık)</i>,,,
dialogue_e8aaK,That Zirax blockade has seized three freighters coming into the system! I had cargo on both of them! Now they expect me to pay them to release MY cargo!,,Les Zirax sont très oppressants!,Gli Zirax sono veramente oppressivi!,,,,,Zirax очень гнетущие!,ジラックスは非常に抑圧的だ！,兹瑞克斯的封锁已经扣押了三艘进入系统的货船！我在那两艘船上都有货物！现在他们指望我付钱给他们，以释放我的货物！,,,,,,
dialogue_KWMmx,"Why do people keep calling these guns 'Epic'? We're not a bunch of dumb kids. These guns have proper military designations! What for the next series of weapons, huh? super-hyper-epic assault rifle? Grow up!",,Avez-vous vu le nouveau fusil à impulsions v3? J'ai hâte d'en essayer un!,Hai visto il nuovo fucile a impulsi MkIII? Non vedo l'ora di sparare con uno di quelli!,,,,,Вы видели новую импульсную винтовку MkIII? Мне уже не терпится пострелять из нее!,新しいMkIIIパルスライフルを見た？撃つのが待ち遠しい！,为什么人们总是把这些枪叫做'Epic'？我们不是一群愚蠢的孩子。这些枪有适当的军事命名！那下一系列武器呢，超级超超史诗突击步枪？成熟点吧！,,,,,,
dialogue_OCsS4,"I'm a huge fan of Plasma Cannons, but honestly... The rocket launcher is far easier to use.",,"Les canons à plasma, c'est vraiment quelque chose!",I cannoni al plasma esistono davvero!,,,,,Плазменные пушки - это действительно что-то!,プラズマキャノンは本当にすごい！,我是等离子炮的超级粉丝，但老实说...火箭发射器要容易使用得多。,,,,,,
dialogue_WW401,I hear the new cruiser can make the Kessel run in just 12 parsecs!,,J'ai entendu dire que le nouveau croiseur peut faire le raid Akua en seulement 3 sauts hyperespace!,,,,,,"Я слышал, что новый крейсер может достигнуть Акуа всего за 3 варп-прыжка!",新型クルーザーは3回のワープジャンプでアクアを走らせることができると聞いた！,我听说新巡洋舰可以在12秒差距内完成凯塞尔跑！,,,,,,
dialogue_mCeu0,The new captain has a stick up his ass about procedure. At least if he runs out of ammo he can pull it out and use it as a backup weapon.,,Le nouveau capitaine est trop sévère!,Il nuovo capitano è troppo severo!,,,,,Новый капитан слишком суров!,新艦長は厳しすぎる！,新上任的舰长对程序非常严格。至少如果他用完弹药，他可以拿出来当作备用武器。,,,,,,
dialogue_YOwMq,I heard someone talking about a lost Polaris Superfreighter in the Ellyon system. 10 credits says they were shipping something they weren't meant to.,,J'ai entendu quelqu'un parler d'un vaisseau d'extraction Polaris perdu dans le système Ellyon.,Ho sentito qualcuno parlare di una nave mineraria Polaris che è andata perduta nel sistema Ellyon.,,,,,"Я слышал, как кто-то говорил о потерянном шахтёрском корабле Полярис в системе Ellyon.",エリヨン星系で失われたポラリスの採掘船の話を聞いたことがある。,我听说有人在埃利翁星系谈论一艘失踪的极星超级货船。我赌10个信用点，他们运送了一些不该运送的东西。,,,,,,
dialogue_KKSeK,I love to look out the windows when we make planet fall for a survey mission.,,J'adore regarder par les fenêtres lorsque nous atterrissons sur une planète lors d'une mission d'exploration.,,,,,,"Я люблю смотреть в окна, когда мы приземляемся на планету во время исследовательской миссии.",私は調査任務のために惑星に降下する時に、窓の外を見るのが好きなんだ。,我喜欢在我们进行勘测任务时，从窗户望出去看行星降落。,,,,,,
dialogue_WiTWq,There are rumours about hidden pirate markets. I wonder if it would be cheaper to buy from them than Polaris?,,Il y a des rumeurs à propos de marchés pirates cachés.,Ho sentito voci a riguardanti alcuni mercati pirati nascosti.,,,,,Ходят слухи о скрытых пиратских рынках.,隠された海賊市場について噂があります。,有关于隐藏的海盗市场的传言。我想知道从他们那里购买是否会比从极星更便宜？,,,,,,
dialogue_6SG4t,I heard that a Tal'on ship was seen near the Outer Rim! The Tal'on with ships?! There haven't been Tal'on ships in centuries!,,J'ai entendu dire qu'il y avait un mouvement de résistance galactique grandissant contre le Zirax!,Ho sentito che c'è un movimento di resistenza galattica in forte crescita contro gli Zirax!,,,,,"Я слышал, что против Зиракса растет движение галактического сопротивления!",ジラックスに対して銀河系のレジスタンス運動が活発化していると聞いています。,我听说在外围边缘附近看到了一艘塔隆船！塔隆有船只？！几个世纪以来都没有塔隆的船只了！,,,,,,
dialogue_G000a,"What's up with the captain's orders? He's always saying stuff like 'Engage', 'Make it so' and 'Energize'.",,J'ai entendu dire que le capitaine aime vraiment dire aux officiers de passerelle de «s'engager».,,,,,,"Я слышал, что капитану очень нравится просить офицеров на мостике «вступать в бой».",館長は士官に「交戦」を指示するのが好きだと聞いている。,舰长的命令是怎么回事？他总是说些像'交战'、'让它这么做'和'激活'这样的话。,,,,,,
dialogue_0UmSG,Elias Hummel just put out a new galactic survey: Which parts of Andromeda do you like best?,,Elias Hummel vient de publier une nouvelle étude galactique: Quelles régions d'Andromède aimez-vous le plus? Ou le moins?,Elias Hummel ha appena pubblicato un nuovo sondaggio galattico: Quali parti di Andromeda ti piacciono di più?,,,,,Элиас Хаммель только что опубликовал новый галактический обзор: какие части Андромеды вам нравятся больше всего? А меньше всего?,エリアス・フンメルが新しい銀河調査を発表した：アンドロメダのどこが少なくとも一番好き？,埃利亚斯·胡梅尔刚刚发布了一项新的银河调查：你最喜欢仙女座的哪些部分？,,,,,,
dialogue_0KcZq,I wonder what the mess hall has for dinner today?,,Je me demande ce que le réfectoire a pour dîner aujourd'hui?,Mi chiedo cosa offrirà la mensa per cena..,,,,,"Интересно, что сегодня в столовой на обед?",今日の食堂の夕食は何だろう？,我想知道今天餐厅晚餐有什么？,,,,,,
dialogue_qa8S8,"Nice gun you have there, but aren't you a little short for a stormtrooper?",,Nous avons les meilleurs équipages de la galaxie!,Abbiamo le migliori squadre della galassia!,,,,,У нас лучшие экипажи в галактике!,銀河で最高のクルーがいるぞ！,你手上的枪不错，但你作为风暴兵来说是不是有点太矮了？,,,,,,
dialogue_aASCi,I heard Forge Aerospace designed the Tovera-Class Dreadnought. The guy that did it must really hate people! He told me to say that by the way.,,J'ai entendu dire que Forge Aerospace avait vendu 3 nouveaux destroyers à des idiots pour tout leur carburant de moteur à distorsion.,,,,,,"Я слышал, Forge Aerospace продала каким-то идиотам 3 новых эсминца за все их варп-топливо.",フォージ航空宇宙社がワープ燃料のために新型駆逐艦３隻をバカに売ったらしい。,我听说Forge Aerospace设计了Tovera级无畏舰。设计它的那个人一定非常讨厌人！顺便说一句，他是这么告诉我的。,,,,,,
dialogue_0SW4q,<i>(leave)</i>,,<i>(quitter)</i>,<i>(vattene)</i>,,,,,<i>(уйти)</i>,<i>(去る)</i>,<i>(离开)</i>,,,<i>(çık)</i>,,,
dialogue_ae40Y,<i>(leave)</i>,,<i>(quitter)</i>,<i>(vattene)</i>,,,,,<i>(уйти)</i>,<i>(去る)</i>,<i>(离开)</i>,,,<i>(çık)</i>,,,
dialogue_SSuuK,<i>(leave)</i>,,<i>(quitter)</i>,<i>(vattene)</i>,,,,,<i>(уйти)</i>,<i>(去る)</i>,<i>(离开)</i>,,,<i>(çık)</i>,,,
dialogue_iUSim,<i>(leave)</i>,,<i>(quitter)</i>,<i>(vattene)</i>,,,,,<i>(уйти)</i>,<i>(去る)</i>,<i>(离开)</i>,,,<i>(çık)</i>,,,
dialogue_SOeCe,<i>(leave)</i>,,<i>(quitter)</i>,<i>(vattene)</i>,,,,,<i>(уйти)</i>,<i>(去る)</i>,<i>(离开)</i>,,,<i>(çık)</i>,,,
dialogue_QKSOp,<i>(leave)</i>,,<i>(quitter)</i>,<i>(vattene)</i>,,,,,<i>(уйти)</i>,<i>(去る)</i>,<i>(离开)</i>,,,<i>(çık)</i>,,,
dialogue_KCeNm,<i>(leave)</i>,,<i>(quitter)</i>,<i>(vattene)</i>,,,,,<i>(уйти)</i>,<i>(去る)</i>,<i>(离开)</i>,,,<i>(çık)</i>,,,
dialogue_Kqu0O,<i>(leave)</i>,,<i>(quitter)</i>,<i>(vattene)</i>,,,,,<i>(уйти)</i>,<i>(去る)</i>,<i>(离开)</i>,,,<i>(çık)</i>,,,
dialogue_OO8VS,<i>(leave)</i>,,<i>(quitter)</i>,<i>(vattene)</i>,,,,,<i>(уйти)</i>,<i>(去る)</i>,<i>(离开)</i>,,,<i>(çık)</i>,,,
dialogue_uii0T,<i>(leave)</i>,,<i>(quitter)</i>,<i>(vattene)</i>,,,,,<i>(уйти)</i>,<i>(去る)</i>,<i>(离开)</i>,,,<i>(çık)</i>,,,
dialogue_q4aqS,<i>(leave)</i>,,<i>(quitter)</i>,<i>(vattene)</i>,,,,,<i>(уйти)</i>,<i>(去る)</i>,<i>(离开)</i>,,,<i>(çık)</i>,,,
dialogue_OCceO,<i>(leave)</i>,,<i>(quitter)</i>,<i>(vattene)</i>,,,,,<i>(уйти)</i>,<i>(去る)</i>,<i>(离开)</i>,,,<i>(çık)</i>,,,
dialogue_4kSGu,<i>(leave)</i>,,<i>(quitter)</i>,<i>(vattene)</i>,,,,,<i>(уйти)</i>,<i>(去る)</i>,<i>(离开)</i>,,,<i>(çık)</i>,,,
dialogue_rH0eW,"Yes, I can speak Trade Standard, Terran. I go with the chief regularly to purchase supplies from the traders of Polaris.",,Cette planète a de nombreux avantages.,Questo pianeta ha molte belle qualità.,,,,,У этой планеты много прекрасных качеств.,この惑星には多くの素晴らしい資質があります。,是的，我可以说贸易标准语，地球人。我经常和首领一起去波拉利斯的商人那里购买补给。,,,,,,
dialogue_W4uva,I heard one of your people call an Erebus Spider a 'Giganpedibus Silex' does it mean something or do you just like inventing long-winded names for things?,,Certaines des grosses araignées me font vraiment peur!,Alcuni di quegli enormi ragni mi fanno rabbrividire!,,,,,Некоторые из больших пауков действительно пугают меня!,大きなクモの中には本当にゾッとするものもいる！,我听说你们的人把Erebus蜘蛛叫做'Giganpedibus Silex'，这是什么意思，还是你们就喜欢给事物起一些冗长的名字？,,,,,,
dialogue_icCWa,Watch your footing in tall grass. Leafcutters will go for your legs!,,J'entends des prédateurs au loin!,Sento dei predatori in lontananza!,,,,,Я слышу хищников вдалеке!,遠くで捕食動物の声が聞こえる！,在高草中注意脚下。叶切者会攻击你的腿！,,,,,,
dialogue_88GS4,"I do not trust you, Terran. Stay away from me and we shall have no problems.",,Nous n'oublierons jamais ce que le Zirax nous a fait.,Non dimenticherò mai quello che ci hanno fatto gli Zirax.,,,,,"Мы никогда не забудем, что с нами сделал Зиракс.",我々はジラックスが我々にしたことを決して忘れないだろう。,我不信任你，地球人。离我远点，我们就不会有麻烦。,,,,,,
dialogue_0mqi4,I am not supposed to be talking to you. Our chief is our contact with the outside world.,,Je ne suis pas censé te parler. C'est notre chef est notre contact avec le monde extérieur.,,,,,,Я не должен с тобой разговаривать. Наш главный - это наш контакт с внешним миром.,私はお前と話すことになっていない。我々の酋長は外の世界との接点だ。,我本不应该和你说话。我们的首领是我们与外界的联系人。,,,,,,
