KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
pda_mS0u0,MacGyver,,,,,,,,,,,,,,,,
pda_uqiiG,Find a usable antenna among the wreckage,,,,,,,,,,,,,,,,
pda_WG08Y,Somewhere in this wreckage is a UCH Antenna I can use to boost the gain of my suit's radio.\n\n[c][ff0000][b]This mission can only be completed on the default starting planets at the crash site[/b][-][/c],,,,,,,,,,,,,,,,
pda_iqSK4,That [i]looks [/i]like an Antenna off a UCH Crusader-Class Frigate!\nThat [i]should [/i]be able to do the job it if it's not too damaged.,,,,,,,,,,,,,,,,
pda_0kOaC,Send and Receive,,,,,,,,,,,,,,,,
pda_eiClS,Excavate the Port on the Antenna,,,,,,,,,,,,,,,,
pda_Be0uK,===,,,,,,,,,,,,,,,,
pda_uOCSK,Transmission Test,,,,,,,,,,,,,,,,
pda_ii0e0,Receiving Transmission,,,,,,,,,,,,,,,,
pda_Cn4Wm,Datalink connection test,,,,,,,,,,,,,,,,
pda_0KRGG,"[c][8ab3ff]Loud and clear, Ida.[-][/c]\n[c][8ab3ff]And how are you on this fine, sunny day?[-][/c]",,,,,,,,,,,,,,,,
pda_8ieqC,Comedy Routine,,,,,,,,,,,,,,,,
pda_aGi4C,Void of jokes,,,,,,,,,,,,,,,,
pda_m0ai0,Datalink connection test,,,,,,,,,,,,,,,,
pda_eqqm0,"[c][8ab3ff]Relax, Ida.[-][/c]\n[c][8ab3ff]I thought you new-model AIs were capable of learning and empathy.[-][/c]\n\n[c][8ab3ff]I'm just... trying to stay positive here... and I figured you could do with a laugh too.[-][/c]",,,,,,,,,,,,,,,,
pda_4Sa0G,A New Parameter,,,,,,,,,,,,,,,,
pda_d8Nm0,Into the Unknown,,,,,,,,,,,,,,,,
pda_0ZCqe,===,,,,,,,,,,,,,,,,
pda_8Quxi,"[c][8ab3ff]Glad to hear it, Ida![-][/c]\n\n[c][8ab3ff]I guess it's time we set out on our journey into the unknown...[-][/c]",,,,,,,,,,,,,,,,
pda_u8qi4,[b]Chapter 1:[/b] [b][c][00fbff]Human Debris[-][/c][/b],,,,,,,,,,,,,,,,
pda_WmuK5,"[c][00ffff][b]Chapter 1: Human Debris[/b][-][/c]\n\nAlone on an unknown world, you stand against an unforgiving and alien world looking for anything that remains of your crew and your fleet among the wreckage.\n\nAre you truly alone?\n\nIDA may have found the answers you seek...",,,,,,,,,,,,,,,,
pda_0YSoK,[c][80ffff]Are you sure you want to abort this mission? Please confirm your choice.[-][/c]\n\nYou can start the mission via PDA (F1) at any time.,,,,,,,,,,,,,,,,
pda_SmWuC,Receiving Transmission,,,,,,,,,,,,,,,,
pda_mu4K4,[c][4dc3ff]Decrypting...[-][/c],,,,,,,,,,,,,,,,
pda_a0WSS,===,,,,,,,,,,,,,,,,
pda_qu1Cp,"[c][fafe10][b][ IDA ][/b][-][/c][c][00fbff][-][/c]\n[c][00fbff]I am detecting no thermal or electrical emissions on the ground. But j[-][/c][c][00fbff]udging by the disturbance to the surrounding terrain, I would estimate that the ship impacted the ground at considerable speed.[-][/c]\n[c][00fbff]There may have been survivors, but I am unable to detect the presence of any human heat signatures.[-][/c]",,,,,,,,,,,,,,,,
pda_a8mOi,Pelican Down,,,,,,,,,,,,,,,,
pda_uuSa4,Locate the crashed ship,,,,,,,,,,,,,,,,
pda_WSaau,IDA has identified a crashed Pelican-Class Transport that may contain clues about the UCH forces and the current situation.,,,,,,,,,,,,,,,,
pda_C4qeM,"[c][8ab3ff]Ida, I have eyes on the ship.[-][/c]\n[c][8ab3ff]I recognize the ID number on the hull as The UCH-011 Heidelberg...[-][/c]",,,,,,,,,,,,,,,,
pda_4Km0i,Observations,,,,,,,,,,,,,,,,
pda_amqOC,Approach the crashed ship,,,,,,,,,,,,,,,,
pda_qCGSO,===,,,,,,,,,,,,,,,,
pda_0SG40,[c][8ab3ff]My god...\nThe ship hit the ground hard enough to split in half. I don't see how anyone could walk away from this alive.[-][/c],,,,,,,,,,,,,,,,
pda_0GiqG,Appraisal,,,,,,,,,,,,,,,,
pda_Sraa0,[c][8accff]Questioning Authority[-][/c],,,,,,,,,,,,,,,,
pda_YuuiS,===,,,,,,,,,,,,,,,,
pda_Km4iq,Scavenger Hunt,,,,,,,,,,,,,,,,
pda_G8mS8,Find the energy source,,,,,,,,,,,,,,,,
pda_eSmC4,There's a weak electromagnetic signal being emitted by something near the rear of the Heidelberg.,,,,,,,,,,,,,,,,
pda_Qa48N,The signal is coming from somewhere inside this container,,,,,,,,,,,,,,,,
pda_8m2ii,Investigate the source,,,,,,,,,,,,,,,,
pda_7IJaW,Access the locking pad on the sealed container,,,,,,,,,,,,,,,,
pda_WiuOu,Personal Logs,,,,,,,,,,,,,,,,
pda_K440q,Sergeant Palant's Personal Logs,,,,,,,,,,,,,,,,
pda_m04aS,"[b][c][fbff00][ IDA ][-][/c][/b] [c][00fbff]These are the decrypted personal log files of Sergeant Palant, Chief Engineer of the UCH-011 Heidelberg[-][/c]\n\n[b]Log Date:[/b] 13.07.2143\n[b]Time:[/b] 1900\n[b]Creator:[/b] Joshua Palant\n[b]Location:[/b] UCH-011 Heidelberg, UCH Expeditionary Fleet, Solar System\n\n[b][/b][Voice to Text]\n[c][bdbdbd]We've just left Jupiter's orbit under steady accel. The generators are purrin' like a kitten and it's looking like I was wrong about the thruster cones.\nIf there's one thing I hate, it's being proven wrong. But in [i]this [/i]case, i'm pleasantly surprised that everything went off without a hitch. Which is more than I can say for [-][/c][c][f2f2f2]Apollo Station[-][/c][c][bdbdbd]...\n\nIt seems that something happened just after we left it and now we've lost all communications with the station. There was some talk among the captains, which of course I ain't privy to, to turn back and help with the rescue. Looks like it's too late though and rescue ships are already on their way, so we're goin' ahead with [-][/c][c][f2f2f2]Operation Phoenix[-][/c][c][bdbdbd] and startin' up the warp cycle to Proxima Centauri.\nHopefully we don't end up the same way as the Hyperion.\n\nPalant out[-][/c]\nEnd transcript\n\n[b][/b][End of Log]\n\n\n[b]Log Date:[/b] 13.07.2143\n[b]Time:[/b] 2021\n[b]Creator:[/b] Joshua Palant\n[b]Location:[/b] UCH-011 Heidelberg, UCH Expeditionary Fleet, Unknown Location\n\n[b][/b][Voice to Text]\n[c][bdbdbd]What the hell is happening around here?!\nIt was only supposed to be a short jaunt to Proxima Centauri, but as soon as the Adonis' Warp Drive spooled up: Boom! The wake hit us like... a brick wall, next thing we know we're getting yanked god-knows-where by the seat of our pants with no way to stop!\nThe Generators are overloaded; we've got a coolant leak somewhere on B-Deck; OUR warp drive, which was only active in a support capacity is outputting high levels of ionizing radiation and I don't think the shielding can take the extra load!\nNow that we're out of warp, we're completely out of position and the rest of the fleet is comparing star charts and measuring crap that's out of my field. All [i]I[/i] know is that my baby is royally screwed, somewhere on the other side of the universe.\n\nPalant Out[-][/c]\nEnd Transcript\n\n[b][ End of Log ][/b]\n\n\n[b]Log Date:[/b] 13.07.2143\n[b]Time:[/b] 2100\n[b]Creator:[/b] Joshua Palant\n[b]Location:[/b] UCH-011 Heidelberg, UCH Expeditionary Fleet, Andromeda Galaxy\n\n[c][bdbdbd]Yep, you read that right: [-][/c][i][c][f2f2f2]Andromeda GALAXY[-][/c][/i][c][bdbdbd]![-][/c]\n[c][bdbdbd]We was s'posed to end up near Proxima Centauri in our OWN galaxy! How in the name of Zeus's [-][/c][i]BUTTHOLE[/i][c][bdbdbd] did we end up on the other side of the [redacted] [-][/c][c][bdbdbd]universe?!\nWe need to turn this tub around and go back the way we came. Ain't no two ways about it. I signed on for a short hop to check out our nearest neighbor, not bugger off on an intergalactic rollercoaster![-][/c]\n[c][bdbdbd]*Sigh*\n\nWe've managed to fix the coolant leak on B-Deck, which solved two problems since the Gennies are cooling back down now that they're getting a full load of coolant.\nThe Rads from the warp drive are only a problem if you're near the warp drive, so i've locked down the warp compartment. No one needs to be in there anyway.\nThe rest of the fleet's got the same problems, but we're all more or less okay for now. We're over a planet it seems, and there's EM signals coming from the planet and orbit nearby. So it seems we're not alone.\nI wonder if it's too late to say ""We come in peace""?\n\nPalant Out[-][/c]\nEnd Transcript\n\n[b][ End of Log ][/b]\n\n\n[b]Log Date:[/b] 13.07.2143\n[b]Time:[/b] 2242\n[b]Creator:[/b] Joshua Palant\n[b]Location:[/b] UCH-011 Heidelberg, Planet Surface, Andromeda Galaxy\n\n[Voice to Text]\n[c][bdbdbd]*Cough* well... It seems I really stepped in it this time.\nAs soon as the impact alarms sounded, we took a hit on the port side of the ship by some kind of plasma weapon from the approaching ships. No warning, no communications, just BANG!\nThe hit fused the coolant pipes and starved the port-side gennies, so I had to hit the emergency shut off button.\n\nThe Heidy ain't built for heavy combat and the plasma and missiles that blew open the starboard thruster sent us into a decaying spin towards the planet. Impact in seven minutes and I was the only one left on this deck, so I had the bright idea to shut myself in one of the cargo containers. I was pretty sure i'd be safe in here... turns out I was right.\nThis is probably the only time I regret being proven right.\n\nSo i'm trapped in this container and can't get out. I'd guess i'm buried under the ship. Whoever you are, you probably already figured that out...\nI guess it's not so bad... I did all I could and this isn't a bad way to go.\nI hope you can someday get my body back home...\n\nSigning off for the last time... Palant Out.[-][/c]\nEnd Transcript\n\n[b][ End of Log ][/b]",,,,,,,,,,,,,,,,
pda_KmOqm,"[b][c][fbff00][ IDA ][-][/c][/b] [c][00fbff]These are the decrypted personal log files of Sergeant Palant, Chief Engineer of the UCH-011 Heidelberg[-][/c]\n\n[b]Log Date:[/b] 13.07.2143\n[b]Time:[/b] 1900\n[b]Creator:[/b] Joshua Palant\n[b]Location:[/b] UCH-011 Heidelberg, UCH Expeditionary Fleet, Solar System\n\n[b][/b][Voice to Text]\n[c][bdbdbd]We've just left Jupiter's orbit under steady accel. The generators are purrin' like a kitten and it's looking like I was wrong about the thruster cones.\nIf there's one thing I hate, it's being proven wrong. But in [i]this [/i]case, i'm pleasantly surprised that everything went off without a hitch. Which is more than I can say for [-][/c][c][f2f2f2]Apollo Station[-][/c][c][bdbdbd]...\n\nIt seems that something happened just after we left it and now we've lost all communications with the station. There was some talk among the captains, which of course I ain't privy to, to turn back and help with the rescue. Looks like it's too late though and rescue ships are already on their way, so we're goin' ahead with [-][/c][c][f2f2f2]Operation Phoenix[-][/c][c][bdbdbd] and startin' up the warp cycle to Proxima Centauri.\nHopefully we don't end up the same way as the Hyperion.\n\nPalant out[-][/c]\nEnd transcript\n\n[b][/b][End of Log]\n\n\n[b]Log Date:[/b] 13.07.2143\n[b]Time:[/b] 2021\n[b]Creator:[/b] Joshua Palant\n[b]Location:[/b] UCH-011 Heidelberg, UCH Expeditionary Fleet, Unknown Location\n\n[b][/b][Voice to Text]\n[c][bdbdbd]What the hell is happening around here?!\nIt was only supposed to be a short jaunt to Proxima Centauri, but as soon as the Adonis' Warp Drive spooled up: Boom! The wake hit us like... a brick wall, next thing we know we're getting yanked god-knows-where by the seat of our pants with no way to stop!\nThe Generators are overloaded; we've got a coolant leak somewhere on B-Deck; OUR warp drive, which was only active in a support capacity is outputting high levels of ionizing radiation and I don't think the shielding can take the extra load!\nNow that we're out of warp, we're completely out of position and the rest of the fleet is comparing star charts and measuring crap that's out of my field. All [i]I[/i] know is that my baby is royally screwed, somewhere on the other side of the universe.\n\nPalant Out[-][/c]\nEnd Transcript\n\n[b][ End of Log ][/b]\n\n\n[b]Log Date:[/b] 13.07.2143\n[b]Time:[/b] 2100\n[b]Creator:[/b] Joshua Palant\n[b]Location:[/b] UCH-011 Heidelberg, UCH Expeditionary Fleet, Andromeda Galaxy\n\n[c][bdbdbd]Yep, you read that right: [-][/c][i][c][f2f2f2]Andromeda GALAXY[-][/c][/i][c][bdbdbd]![-][/c]\n[c][bdbdbd]We was s'posed to end up near Proxima Centauri in our OWN galaxy! How in the name of Zeus's [-][/c][i]BUTTHOLE[/i][c][bdbdbd] did we end up on the other side of the [redacted] [-][/c][c][bdbdbd]universe?!\nWe need to turn this tub around and go back the way we came. Ain't no two ways about it. I signed on for a short hop to check out our nearest neighbor, not bugger off on an intergalactic rollercoaster![-][/c]\n[c][bdbdbd]*Sigh*\n\nWe've managed to fix the coolant leak on B-Deck, which solved two problems since the Gennies are cooling back down now that they're getting a full load of coolant.\nThe Rads from the warp drive are only a problem if you're near the warp drive, so i've locked down the warp compartment. No one needs to be in there anyway.\nThe rest of the fleet's got the same problems, but we're all more or less okay for now. We're over a planet it seems, and there's EM signals coming from the planet and orbit nearby. So it seems we're not alone.\nI wonder if it's too late to say ""We come in peace""?\n\nPalant Out[-][/c]\nEnd Transcript\n\n[b][ End of Log ][/b]\n\n\n[b]Log Date:[/b] 13.07.2143\n[b]Time:[/b] 2242\n[b]Creator:[/b] Joshua Palant\n[b]Location:[/b] UCH-011 Heidelberg, Planet Surface, Andromeda Galaxy\n\n[Voice to Text]\n[c][bdbdbd]*Cough* well... It seems I really stepped in it this time.\nAs soon as the impact alarms sounded, we took a hit on the port side of the ship by some kind of plasma weapon from the approaching ships. No warning, no communications, just BANG!\nThe hit fused the coolant pipes and starved the port-side gennies, so I had to hit the emergency shut off button.\n\nThe Heidy ain't built for heavy combat and the plasma and missiles that blew open the starboard thruster sent us into a decaying spin towards the planet. Impact in seven minutes and I was the only one left on this deck, so I had the bright idea to shut myself in one of the cargo containers. I was pretty sure i'd be safe in here... turns out I was right.\nThis is probably the only time I regret being proven right.\n\nSo i'm trapped in this container and can't get out. I'd guess i'm buried under the ship. Whoever [-][/c][c][bdbdbd]you are, you probably already figured that out...[-][/c]\n[c][bdbdbd][-][/c]\n[c][bdbdbd]I guess it's not so bad... I did all I could and this isn't a bad way to go.\nI hope you can someday get my body back home...\n\nSigning off for the last time... Palant Out.[-][/c]\nEnd Transcript\n\n[b][ End of Log ][/b]",,,,,,,,,,,,,,,,
pda_mkTim,"[b][c][fbff00][ IDA ][-][/c][/b]\n[c][00fbff]I have loaded Sergeant Pallant's personal logs to your [-][/c][c][f2f2f2]PDA [b](F1)[/b][-][/c][c][00fbff], Commander. You can review them at any time.[-][/c]\n[c][00fbff][-][/c]\n[c][00fbff]They detail the entry of the UCH Fleet into this star system in the Andromeda Galaxy.[-][/c]\n[c][00fbff]We are currently 2.698 million light years from Earth and just as far off our projected course.[-][/c]",,,,,,,,,,,,,,,,
pda_q8GSu,Logistics Logs,,,,,,,,,,,,,,,,
pda_Ktuiq,[c][0ced1b]Downloading...[-][/c],,,,,,,,,,,,,,,,
pda_OaAUS,"[b][c][1083fe]Logistics Log 32-1A-1969B-XJNFT-0007[-][/c][/b]\n[b][c][1083fe]Runtime:[-][/c][/b] 5234165.55\n[b][c][1083fe]User ID:[-][/c][/b] UCH-1080377 (Emmerson, Natasha)\n[b][c][1083fe]Action:[-][/c][/b] ContainerMS01 to ContainerMS02 > Steel Plate x50\n[b][c][1083fe]Notes:[-][/c][/b]\n[c][bdbdbd][i]Captain Brenner and most of the flight crew were killed just a few second ago. A rocket or something hit the bow and took out half the bridge.[/i]\n[i]I'm lucky it wasn't me, thanks to my completely justified criticisms of the lieutenant's shiphandling I was ordered off the bridge to prep the escape pods. Normally, i'd call that karma... but I guess not in this case, since i'm standing in front of the escape pod section and the door's sealed. [/i][i]Not that it matters anyway because the entire section is missing and i'm left staring through a hole in the hull out into the sky.[/i]\n[i]This will probably be the last message I make and i'm making it on a Logistics Manager because my PDA was smashed in the explosion![/i]\n[i]I just hope the Heidy's hull will take the impact and that i'm alive when it's over.[/i]\n[i]I'll stick this pad in one of the containers and sign off one last time.[/i]\n[i]\nEmmerson, Ensign, of the UCH Heidelberg Signing out.[/i][-][/c]",,,,,,,,,,,,,,,,
pda_OqqaM,"[b][c][1083fe]Logistics Log 32-1A-1969B-XJNFT-0007[-][/c][/b]\n[b][c][1083fe]Runtime:[-][/c][/b] 2093666.55\n[b][c][1083fe]User ID:[-][/c][/b] UCH-1080377 (Emmerson, Natasha)\n[b][c][1083fe]Action:[-][/c][/b] ContainerMS01 to ContainerMS02 > Steel Plate x50\n[b][c][1083fe]Notes:[-][/c][/b]\n[c][bdbdbd][i]Captain Brenner and most of the flight crew were killed just a few second ago. A rocket or something hit the bow and took out half the bridge.[/i]\n[i]I'm lucky it wasn't me, thanks to my completely justified criticisms of the lieutenant's shiphandling I was ordered off the bridge to prep the escape pods. Normally, i'd call that karma... but I guess not in this case, since i'm standing in front of the escape pod section and the door's sealed. [/i][i]Not that it matters anyway because the entire section is missing and i'm left staring through a hole in the hull out into the sky.[/i]\n[i]This will probably be the last message I make and i'm making it on a Logistics Manager because my PDA was smashed in the explosion![/i]\n[i]I just hope the Heidy's hull will take the impact and that i'm alive when it's over.[/i]\n[i]I'll stick this pad in one of the containers and sign off one last time.[/i]\n[i]\nEmmerson, Ensign, of the UCH Heidelberg Signing out.[/i][-][/c]",,,,,,,,,,,,,,,,
pda_Wimua,"[b][c][fbff00][ IDA ][-][/c][/b]\n[c][00e1ff]Commander, i've noticed several inconsistencies between the two logs and the wreckage of the Heidelberg.\nHowever, i'm not sure as to the exact cause since it's a contradiction with your own presence here.[-][/c]",,,,,,,,,,,,,,,,
pda_0OuOC,Send and Receive,,,,,,,,,,,,,,,,
pda_qa4Wq,[c][4dc3ff]Constructor Logs[-][/c],,,,,,,,,,,,,,,,
pda_0qSeS,===,,,,,,,,,,,,,,,,
pda_8qeO0,"[b][c][fbff00][ IDA ][-][/c][/b]\n[c][00e1ff]I am not willing to speculate at this point, Commander.\nI have marked the ship's constructor on your display, please check the production logs next. It should clarify things for the both of us.[-][/c]",,,,,,,,,,,,,,,,
pda_Kaeei,Industrial Audit,,,,,,,,,,,,,,,,
pda_4eOcK,Find the ship's Constructor,,,,,,,,,,,,,,,,
pda_aemmW,The Constructor's Logs are located on a small terminal on the face of the machine.\nYou may need a jetpack to get up there.,,,,,,,,,,,,,,,,
pda_sGWGq,Needle in a haystack,,,,,,,,,,,,,,,,
pda_SeOWK,Find the energy signature,,,,,,,,,,,,,,,,
pda_aoum4,There's a weak power fluctuation beneath some of the wreckage. There may still be life in this bird.,,,,,,,,,,,,,,,,
pda_OSSs0,The signal appears to be coming from this Datapad,,,,,,,,,,,,,,,,
pda_UeuqW,The Final Piece [c][ffffff](PDA Logs)[-][/c],,,,,,,,,,,,,,,,
pda_gGi74,[c][1083fe]Logged and Filed[-][/c],,,,,,,,,,,,,,,,
pda_GfY0e,"[b][c][fbff00][ IDA ][-][/c][/b]\n[c][00e1ff]Commander, these are copies of the Heidelberg's Constructor Logs for your PDA Log:[-][/c]\n\n[b][c][c70000]Constructor[-][/c][/b]\n[c][f2f2f2].../EmpOp/Production/Logs/02082473/ConLog.txt\n------------------------------------------------------------------[-][/c]\nDate: 15.07.2143\nTemplateName: SurvivalTent\nCount: 8\n[c][f2f2f2]... 66 more items[-][/c]\n[c][f2f2f2][-][/c][c][1083fe][b][ Commander ][/b][-][/c]\nLooks like they made 8 Tents which means there's at least 8 survivors.\nThe rest of the stuff the constructor made was pretty standard stuff. Supplies, Communications equipment, a Hoverbike and a pair of UCH Raider Kits. Standard supplies for a journey over land.\n\nIt looks like they loaded up the rest of the ship's supplies and salvaged what they could carry and headed away from the ship, which makes sense since this place would've likely drawn attention from the enemy if they hung around here for too long.\nSo I guess we should be on the lookout for a pair of UCH Raiders.\n\n[b][c][fbff00][ IDA ][-][/c][/b]\n[c][00e1ff]I have already scanned the planet for any heat signatures belonging to UCH crew and vehicles, Commander. There are no other members of the UCH Navy anywhere on this planet.[-][/c]\n[c][00e1ff]However, what I wanted from the logs, aside from confirmation of survivors, was a frame of reference for the inconsistencies present in the other evidence gathered from [-][/c][c][f2f2f2]Ensign Emmerson[-][/c][c][00e1ff] and [-][/c][c][f2f2f2]Sergeant Palant's[-][/c][c][00e1ff] Logfiles.[-][/c]\n[c][00e1ff][-][/c]\n[b][c][fbff00][ IDA ][-][/c][/b]\n[c][00e1ff]I am 80% certain, Commander.\nThe final piece of the puzzle, so to speak, should be found on the ship's bridge. There is a console there that is still functional, but inactive that should answer your questions.[-][/c]\n[c][00e1ff][-][/c][b][c][1083fe][ Commander ][-][/c][/b]\nSo you're telling me there's a live console on the bridge and you didn't tell me to go there first?\nWhy send me to go digging through the dirt and boxes full of dead bodies when everything we needed to know is [i]right [/i]there on the bridge!?\n\n[b][c][fbff00][ IDA ][-][/c][/b]\n[c][00e1ff]Because Commander, That console on the bridge is both unshielded and will draw a great deal of power when it's activated.[-][/c]\n[c][00e1ff]I have identified [-][/c][c][c70000]an unmanned aerial vehicle[-][/c][c][00e1ff] patroling near your current position and activating that console will undoubtedly draw their attention.[-][/c]\n[c][00e1ff]It was necessary to avoid putting you in additional danger, Commander.[-][/c]\n[c][00e1ff][-][/c][b][c][fbff00][ IDA ][-][/c][/b]\n[c][00e1ff]If you want to discover the truth, that console is our only remaining source for finding the surviving crew of the Heidelberg and the rest of the UCH Fleet.[-][/c]\n[c][00e1ff]For good or ill, it is the only source of information left open to us, Commander.[-][/c]\n[c][00e1ff]I leave the decision to you.[-][/c]",,,,,,,,,,,,,,,,
pda_qWm8c,"[c][8ab3ff]I've copied the Constructor's logs to my PDA. So now the last log is on a live console on the bridge, right?[-][/c]\n[c][8ab3ff]Once I activate it, what's the chance that drone will pick up on the signal?[-][/c]",,,,,,,,,,,,,,,,
pda_8gS4m,"[b][c][fbff00][ IDA ][-][/c][/b]\n[c][00e1ff]Commander, these are copies of the Heidelberg's Constructor Logs for your PDA Log:[-][/c]\n\n[b][c][c70000]Constructor[-][/c][/b]\n[c][f2f2f2].../EmpOp/Production/Logs/02082473/ConLog.txt\n------------------------------------------------------------------[-][/c]\nDate: 15.07.2143\nTemplateName: SurvivalTent\nCount: 8\n[c][f2f2f2]... 66 more items[-][/c]\n[c][f2f2f2][-][/c][c][1083fe][b][ Commander ][/b][-][/c]\nLooks like they made 8 Tents which means there's at least 8 survivors.\nThe rest of the stuff the constructor made was pretty standard stuff. Supplies, Communications equipment, a Motorbike and a pair of UCH Raider Kits. Standard supplies for a journey over land.\n\nIt looks like they loaded up the rest of the ship's supplies and salvaged what they could carry and headed away from the ship, which makes sense since this place would've likely drawn attention from the enemy if they hung around here for too long.\nSo I guess we should be on the lookout for a pair of UCH Raiders.\n\n[b][c][fbff00][ IDA ][-][/c][/b]\n[c][00e1ff]I have already scanned the planet for any heat signatures belonging to UCH crew and vehicles, Commander. There are no other members of the UCH Navy anywhere on this planet.[-][/c]\n[c][00e1ff]However, what I wanted from the logs, aside from confirmation of survivors, was a frame of reference for the inconsistencies present in the other evidence gathered from [-][/c][c][f2f2f2]Ensign Emmerson[-][/c][c][00e1ff] and [-][/c][c][f2f2f2]Sergeant Palant's[-][/c][c][00e1ff] Logfiles.[-][/c]\n[c][00e1ff][-][/c]\n[b][c][fbff00][ IDA ][-][/c][/b]\n[c][00e1ff]I am 80% certain, Commander.\nThe final piece of the puzzle, so to speak, should be found on the ship's bridge. There is a console there that is still functional, but inactive that should answer your questions.[-][/c]\n[c][00e1ff][-][/c][b][c][1083fe][ Commander ][-][/c][/b]\nSo you're telling me there's a live console on the bridge and you didn't tell me to go there first?\nWhy send me to go digging through the dirt and boxes full of dead bodies when everything we needed to know is [i]right [/i]there on the bridge!?\n\n[b][c][fbff00][ IDA ][-][/c][/b]\n[c][00e1ff]Because Commander, That console on the bridge is both unshielded and will draw a great deal of power when it's activated.[-][/c]\n[c][00e1ff]I have identified [-][/c][c][c70000]an unmanned aerial vehicle[-][/c][c][00e1ff] patroling near your current position and activating that console will undoubtedly draw their attention.[-][/c]\n[c][00e1ff]It was necessary to avoid putting you in additional danger, Commander.[-][/c]\n[c][00e1ff][-][/c][b][c][fbff00][ IDA ][-][/c][/b]\n[c][00e1ff]If you want to discover the truth, that console is our only remaining source for finding the surviving crew of the Heidelberg and the rest of the UCH Fleet.[-][/c]\n[c][00e1ff]For good or ill, it is the only source of information left open to us, Commander.[-][/c]\n[c][00e1ff]I leave the decision to you.[-][/c][c][00e1ff][-][/c]",,,,,,,,,,,,,,,,
