KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
df_pda_UG4CGeu,That's why the Control Panel is offline... It even infects devices...,Deshalb ist das Kontrollpanel offline... Es infiziert sogar Geräte...,C'est pourquoi le Panneau de Contrôle est hors ligne... Ça infecte même les dispositifs...,Ecco perché il Pannello di Controllo è offline... Infetta persino i dispositivi...,Por eso el Panel de Control está fuera de línea... Incluso infecta dispositivos...,,É por isso que o Painel de Controle está offline... Até infecta dispositivos...,,Вот почему Панель Управления не работает... Оно даже заражает устройства...,,这就是控制面板离线的原因...它甚至感染了设备...,,,,,,
df_pda_a8C4T0a,Reach the Explorer,Erreiche den Explorer,Atteindre l'Explorateur,Raggiungi l'Esploratore,Alcanza el Explorador,,Alcance o Explorador,,Достичь Исследователя,,到达探险者,,,,,,
df_pda_OC0uGXS,I'll kill everything that touched our beloved little ship! Lilly...,"Ich werde alles töten, was unser geliebtes kleines Schiff berührt hat! Lilly...",Je tuerai tout ce qui a touché notre cher petit vaisseau ! Lilly...,Ucciderò tutto ciò che ha toccato la nostra amata piccola nave! Lilly...,¡Mataré todo lo que tocó nuestra querida navecita! Lilly...,,Vou matar tudo que tocou nosso querido pequeno navio! Lilly...,,"Я убью всё, что коснулось нашего любимого маленького корабля! Лилли...",,我会杀掉一切触碰过我们心爱的小船的东西！莉莉...,,,,,,
df_pda_q4OuWqa,"I have to leave with the Explorer. They are too many!\n\n[b][c][3ab3b0][ Look at the Shuttle, [-][/c][c][fdb100]Press {keybind(ControlPanel)}[-][/c][c][3ab3b0] and click [-][/c][c][fdb100]Fill All[-][/c][c][3ab3b0] for the fuel ][-][/c][/b]","Ich muss mit dem Explorer fliehen. Es sind zu viele!\n\n[b][c][3ab3b0][ Schau auf das Shuttle, [-][/c][c][fdb100]Drücke {keybind(ControlPanel)}[-][/c][c][3ab3b0] und klicke [-][/c][c][fdb100]Fülle Alle[-][/c][c][3ab3b0] für den Treibstoff ][-][/c][/b]","Je dois partir avec l'Explorateur. Ils sont trop nombreux !\n\n[b][c][3ab3b0][ Regarder la Navette, [-][/c][c][fdb100]Appuyez sur {keybind(ControlPanel)}[-][/c][c][3ab3b0] et cliquez sur [-][/c][c][fdb100]Remplir tout[-][/c][c][3ab3b0] pour le carburant ][-][/c][/b]","Devo partire con l'Esploratore. Sono troppi!\n\n[b][c][3ab3b0][ Guarda lo Shuttle, [-][/c][c][fdb100]Premi {keybind(ControlPanel)}[-][/c][c][3ab3b0] e clicca [-][/c][c][fdb100]Riempi Tutto[-][/c][c][3ab3b0] per il carburante ][-][/c][/b]","Tengo que irme con el Explorador. ¡Son demasiados!\n\n[b][c][3ab3b0][ Mira la Lanzadera, [-][/c][c][fdb100]Pulsa {keybind(ControlPanel)}[-][/c][c][3ab3b0] y haz clic en [-][/c][c][fdb100]Llenar Todo[-][/c][c][3ab3b0] para el combustible ][-][/c][/b]",,"Tenho que partir com o Explorador. São muitos!\n\n[b][c][3ab3b0][ Olhe para a Nave, [-][/c][c][fdb100]Pressione {keybind(ControlPanel)}[-][/c][c][3ab3b0] e clique [-][/c][c][fdb100]Encher Tudo[-][/c][c][3ab3b0] para o combustível ][-][/c][/b]",,"Мне нужно уйти на Исследователе. Их слишком много!\n\n[b][c][3ab3b0][ Смотрите на Шаттл, [-][/c][c][fdb100]Нажмите {keybind(ControlPanel)}[-][/c][c][3ab3b0] и кликните [-][/c][c][fdb100]Заполнить Всё[-][/c][c][3ab3b0] для топлива ][-][/c][/b]",,我必须乘坐探险者离开。他们太多了！\n\n[b][c][3ab3b0][ 看向穿梭机，[-][/c][c][fdb100]按{keybind(ControlPanel)}[-][/c][c][3ab3b0] 点击 [-][/c][c][fdb100]全部填充[-][/c][c][3ab3b0] 加油 ][-][/c][/b],,,,,,
df_pda_qeWqaS8,Is this what Lilly wrote in her Datapad? What is all of that?\nThis sword does not look durable,"Ist das, was Lilly in ihrem Datapad geschrieben hat? Was ist das alles?\nDieses Schwert sieht nicht haltbar aus",Est-ce cela que Lilly a écrit dans son bloc-notes ? Qu'est-ce que tout cela ?\nCette épée ne semble pas durable,È questo ciò che Lilly ha scritto nel suo Datapad? Cos'è tutto questo?\nQuesta spada non sembra durevole,¿Esto es lo que Lilly escribió en su Datapad? ¿Qué es todo esto?\nEsta espada no parece durable,,Isso é o que Lilly escreveu em seu Datapad? O que é tudo isso?\nEsta espada não parece durável,,"Это то, о чём Лилли писала в своём Датападе? Что это всё такое?\nЭтот меч выглядит ненадёжно",,这是莉莉在她的数据板上写的吗？这都是些什么？\n这把剑看起来不太耐用,,,,,,
df_pda_qCUGqWW,Go to the Vanguard Terminal,Gehe zum Vanguard-Terminal,Aller au Terminal Vanguard,Vai al Terminale Vanguard,Ve al Terminal Vanguardia,,Vá para o Terminal Vanguard,,Пойти к Терминалу Авангарда,,前往先锋终端,,,,,,
df_pda_iKqi1Km,"If I can't have our ship, nobody should get our ship!","Wenn ich unser Schiff nicht haben kann, soll es auch niemand anderes bekommen!","Si je ne peux pas avoir notre vaisseau, personne ne devrait avoir notre vaisseau !","Se non posso avere la nostra nave, nessuno dovrebbe avere la nostra nave!","Si no puedo tener nuestra nave, ¡nadie debería tener nuestra nave!",,"Se não posso ter nosso navio, ninguém deverá tê-lo!",,"Если я не могу иметь наш корабль, никто не должен его получить!",,如果我不能拥有我们的船，那么没人能得到我们的船！,,,,,,
df_pda_SiY0iqe,Flee with the Explorer,Fliehe mit dem Explorer,Fuir avec l'Explorateur,Fuggi con l'Esploratore,Huye con el Explorador,,Fugir com o Explorador,,Убежать на Исследователе,,乘坐探险者逃离,,,,,,
df_pda_GeaBaSo,Lilly...,Lilly...,Lilly...,Lilly...,Lilly...,,Lilly...,,Лилли...,,莉莉...,,,,,,
df_pda_88gOOCW,You can't be dead...,Du darfst nicht tot sein...,Tu ne peux pas être morte...,Non puoi essere morta...,No puedes estar muerta...,,Você não pode estar morta...,,Ты не можешь быть мёртвой...,,你不可能死...,,,,,,
df_pda_eqCKe0g,Activate the Self Destruction,Aktiviere die Selbstzerstörung,Activer l'Autodestruction,Attiva l'Autodistruzione,Activa la Autodestrucción,,Ative a Autodestruição,,Активировать Самоуничтожение,,激活自毁程序,,,,,,
df_pda_wqCuWOi,Only I am allowed to blow our ship up!,Nur ich darf unser Schiff in die Luft sprengen!,Seul moi suis autorisé à faire exploser notre vaisseau !,Solo io ho il diritto di far esplodere la nostra nave!,¡Solo yo tengo permitido hacer volar nuestra nave!,,Só eu tenho o direito de explodir nosso navio!,,Только я имею право взорвать наш корабль!,,只有我被允许炸毁我们的船！,,,,,,
df_pda_i8mSaay,Leave the Vanguard behind,Hinterlasse die Vanguard,Laisser le Vanguard derrière,Lascia il Vanguard alle spalle,Deja atrás la Vanguardia,,Deixe o Vanguard para trás,,Оставить Авангард позади,,离开先锋,,,,,,
df_pda_qiKWuFg,I lost everything...,Ich habe alles verloren...,J'ai tout perdu...,Ho perso tutto...,Perdí todo...,,Perdi tudo...,,Я потерял всё...,,我失去了一切...,,,,,,
df_pda_WemAa8u,Reinforcements arrived,Verstärkungen sind angekommen,Les renforts sont arrivés,Sono arrivati i rinforzi,Llegaron refuerzos,,Reforços chegaram,,Прибыли подкрепления,,增援到达,,,,,,
df_pda_ahGLuaG,...,...,...,...,...,,...,,...,,...,,,,,,
df_pda_CKew4Ca,...,...,...,...,...,,...,,...,,...,,,,,,
df_pda_98me8au,Take and Read Lilly's Data Pad,Nimm und lese Lillys Datapad,Prendre et Lire le bloc-notes de Lilly,Prendi e Leggi il Datapad di Lilly,Toma y Lee el Datapad de Lilly,,Pegue e Leia o Datapad de Lilly,,Взять и Прочитать Датапад Лилли,,拿起并阅读莉莉的数据板,,,,,,
df_pda_4GuuCCi,Why... what... I don't understand. Wake up Lilly...,"Warum... was... Ich verstehe nicht. Wach auf, Lilly...",Pourquoi... quoi... Je ne comprends pas. Réveille-toi Lilly...,Perché... cosa... Non capisco. Svegliati Lilly...,¿Por qué... qué... No entiendo. Despierta Lilly...,,Por quê... o que... Não entendo. Acorda Lilly...,,Почему... что... Я не понимаю. Проснись Лилли...,,为什么...什么...我不明白。莉莉，醒醒...,,,,,,
df_pda_muiauSu,Check the Security Camera,Überprüfe die Sicherheitskamera,Vérifier la Caméra de Sécurité,Controlla la Telecamera di Sicurezza,Revisa la Cámara de Seguridad,,Verifique a Câmera de Segurança,,Проверить Камеру Безопасности,,检查安全摄像头,,,,,,
df_pda_q8eOuie,Turn on the Security Camera,Schalte die Sicherheitskamera ein,Allumer la Caméra de Sécurité,Accendi la Telecamera di Sicurezza,Enciende la Cámara de Seguridad,,Ligue a Câmera de Segurança,,Включить Камеру Безопасности,,打开安全摄像头,,,,,,
df_pda_qu6iog4,As long as the Core Room is safe...,Solange der Kernraum sicher ist...,Tant que la Salle du Cœur est en sécurité...,Finché la Sala del Nucleo è al sicuro...,Mientras la Sala del Núcleo esté segura...,,Contanto que a Sala do Núcleo esteja segura...,,Пока Комната Ядра в безопасности...,,只要核心室安全...,,,,,,
df_pda_0GCu4e4,As long as the Core Room is safe...,Solange der Kernraum sicher ist...,Tant que la Salle du Cœur est en sécurité...,Finché la Sala del Nucleo è al sicuro...,Mientras la Sala del Núcleo esté segura...,,Contanto que a Sala do Núcleo esteja segura...,,Пока Комната Ядра в безопасности...,,只要核心室安全...,,,,,,
df_pda_0G4MCRG,Turn off the Security Alarm,Schalte den Sicherheitsalarm aus,Éteindre l'Alarme de Sécurité,Disattiva l'Allarme di Sicurezza,Apaga la Alarma de Seguridad,,Desligue o Alarme de Segurança,,Выключить Сигнал Тревоги,,关闭安全警报,,,,,,
df_pda_e424a08,This noise is killing me!,Dieser Lärm bringt mich um!,Ce bruit me rend fou !,Questo rumore mi sta uccidendo!,¡Este ruido me mata!,,Esse barulho está me matando!,,Этот шум сводит меня с ума!,,这噪音快把我逼疯了！,,,,,,
df_pda_CeC0444,Check the Camera feed,Überprüfe den Kamerabildschirm,Vérifier le flux de la caméra,Controlla il feed della telecamera,Revisa la alimentación de la cámara,,Verifique o feed da Câmera,,Проверить Поток с Камеры,,检查摄像头画面,,,,,,
df_pda_6xOmeqK,What in the hell is THAT?,Was zum Teufel ist DAS?,Qu'est-ce que c'est que ÇA ?,Che diavolo è QUELLO?,¿Qué diablos es ESO?,,O que diabos é ISSO?,,"Что, черт возьми, ЭТО?",,那到底是什么东西？,,,,,,
df_pda_4mG4WGS,What in the hell is THAT? \nWait! Lilly!?!!,Was zum Teufel ist DAS? \nWarte! Lilly!?!!,Qu'est-ce que c'est que ÇA ? \nAttendez ! Lilly !?!,Che diavolo è QUELLO? \nAspetta! Lilly!?!!,¿Qué diablos es ESO? \n¡Espera! ¿Lilly?,,O que diabos é ISSO? \nEspere! Lilly!?!!,,"Что, черт возьми, ЭТО? \nПодожди! Лилли!?!!",,那到底是什么东西？\n等等！莉莉！？！！,,,,,,
df_pda_0RMC0Y0,Why... what... I don't understand... Wake up Lilly...,"Warum... was... Ich verstehe nicht... Wach auf, Lilly...",Pourquoi... quoi... Je ne comprends pas... Réveille-toi Lilly...,Perché... cosa... Non capisco... Svegliati Lilly...,¿Por qué... qué... No entiendo... Despierta Lilly...,,Por quê... o que... Não entendo... Acorda Lilly...,,Почему... что... Я не понимаю... Проснись Лилли...,,为什么...什么...我不明白...莉莉，醒醒...,,,,,,
df_pda_iOCK8GG,I must stop the [i]spreading[/i]!,Ich muss die [i]Ausbreitung[/i] stoppen!,Je dois arrêter la [i]propagation[/i] !,Devo fermare la [i]diffusione[/i]!,Debo detener la [i]propagación[/i]!,,Eu devo parar a [i]propagação[/i]!,,Я должен остановить [i]распространение[/i]!,,我必须停止[i]扩散[/i]！,,,,,,
df_pda_KKmKGOe,Fuel the shuttle,Betreibe das Shuttle,Alimenter la navette,Rifornisci lo shuttle,Llena la lanzadera de combustible,,Abasteça a nave,,Заправить шаттл,,给穿梭机加油,,,,,,
df_pda_uaKm44u,So many monsters... too many...,So viele Monster... zu viele...,Tant de monstres... trop nombreux...,Troppi mostri... troppi...,Tantos monstruos... demasiados...,,Tantos monstros... demais...,,Так много монстров... слишком много...,,太多怪物了...太多了...,,,,,,
df_pda_KqaemaG,"[b][c][3ab3b0][ Look at the Shuttle, [-][/c][c][fdb100]Press {keybind(ControlPanel)}[-][/c][c][3ab3b0] and click [-][/c][c][fdb100]Fill All[-][/c][c][3ab3b0] for the fuel ][-][/c][/b]","[b][c][3ab3b0][ Schau auf das Shuttle, [-][/c][c][fdb100]Drücke {keybind(ControlPanel)}[-][/c][c][3ab3b0] und klicke [-][/c][c][fdb100]Fülle Alle[-][/c][c][3ab3b0] für den Treibstoff ][-][/c][/b]","[b][c][3ab3b0][ Regarder la Navette, [-][/c][c][fdb100]Appuyez sur {keybind(ControlPanel)}[-][/c][c][3ab3b0] et cliquez sur [-][/c][c][fdb100]Remplir tout[-][/c][c][3ab3b0] pour le carburant ][-][/c][/b]","[b][c][3ab3b0][ Guarda lo Shuttle, [-][/c][c][fdb100]Premi {keybind(ControlPanel)}[-][/c][c][3ab3b0] e clicca [-][/c][c][fdb100]Riempi Tutto[-][/c][c][3ab3b0] per il carburante ][-][/c][/b]","[b][c][3ab3b0][ Mira la Lanzadera, [-][/c][c][fdb100]Pulsa {keybind(ControlPanel)}[-][/c][c][3ab3b0] y haz clic en [-][/c][c][fdb100]Llenar Todo[-][/c][c][3ab3b0] para el combustible ][-][/c][/b]",,"[b][c][3ab3b0][ Olhe para a Nave, [-][/c][c][fdb100]Pressione {keybind(ControlPanel)}[-][/c][c][3ab3b0] e clique [-][/c][c][fdb100]Encher Tudo[-][/c][c][3ab3b0] para o combustível ][-][/c][/b]",,"[b][c][3ab3b0][ Смотрите на Шаттл, [-][/c][c][fdb100]Нажмите {keybind(ControlPanel)}[-][/c][c][3ab3b0] и кликните [-][/c][c][fdb100]Заполнить Всё[-][/c][c][3ab3b0] для топлива ][-][/c][/b]",,[b][c][3ab3b0][ 看向穿梭机，[-][/c][c][fdb100]按{keybind(ControlPanel)}[-][/c][c][3ab3b0] 点击 [-][/c][c][fdb100]全部填充[-][/c][c][3ab3b0] 加油 ][-][/c][/b],,,,,,
df_pda_mSex0iO,[ Past: 12 hours before] Help Lilly,[ Vergangenheit: 12 Stunden zuvor ] Hilfe für Lilly,[ Passé : 12 heures avant ] Aider Lilly,[ Passato: 12 ore prima ] Aiuta Lilly,[ Pasado: 12 horas antes] Ayuda a Lilly,,[ Passado: 12 horas antes ] Ajude Lilly,,[ Прошлое: 12 часов назад ] Помочь Лилли,,[ 过去：12小时前] 帮助Lilly,,,,,,
df_pda_GKeaKqO,Go to the Hangar,Gehe zum Hangar,Aller au Hangar,Vai all'Hangar,Ve al Hangar,,Vá para o Hangar,,Идти в Ангар,,前往机库,,,,,,
df_pda_cKSOS4q,Hopefully Lilly and I can repair the Explorer shuttle,Hoffentlich können Lilly und ich das Explorer-Shuttle reparieren,Espérons que Lilly et moi pouvons réparer la navette Explorer,Speriamo che io e Lilly possiamo riparare lo shuttle Explorer,Esperemos que Lilly y yo podamos reparar la lanzadera Explorador,,Espero que Lilly e eu possamos consertar o ônibus espacial Explorer,,"Надеюсь, Лилли и я сможем починить шаттл Исследователя",,希望莉莉和我能修好探险者穿梭机,,,,,,
df_pda_CuKVqqT,Unlock the Bridge Door,Öffne die Brückentür,Déverrouiller la porte du Pont,Sblocca la porta del Ponte,Desbloquea la Puerta del Puente,,Destrave a Porta da Ponte,,Разблокировать Дверь Мостика,,解锁桥梁门,,,,,,
df_pda_W0aum88,This security system is really serious...,Dieses Sicherheitssystem ist wirklich ernst gemeint...,Ce système de sécurité est vraiment sérieux...,Questo sistema di sicurezza è davvero serio...,Este sistema de seguridad es realmente serio...,,Este sistema de segurança é realmente sério...,,Эта система безопасности действительно серьёзная...,,这个安全系统真是严格...,,,,,,
df_pda_qogeeO0,[c][3ab3b0][b][ Bride Door Unlocked ][/b][-][/c],[c][3ab3b0][b][ Brückentür entsperrt ][/b][-][/c],[c][3ab3b0][b][ Porte du Pont Déverrouillée ][/b][-][/c],[c][3ab3b0][b][ Porta del Ponte Sbloccata ][/b][-][/c],[c][3ab3b0][b][ Puerta del Puente Desbloqueada ][/b][-][/c],,[c][3ab3b0][b][ Porta da Ponte Destravada ][/b][-][/c],,[c][3ab3b0][b][ Дверь Мостика Разблокирована ][/b][-][/c],,[c][3ab3b0][b][ 桥梁门已解锁 ][/b][-][/c],,,,,,
df_pda_88G8GO8,Go to sleep,Gehe schlafen,Aller dormir,Vai a dormire,Ve a dormir,,Vá dormir,,Идти спать,,去睡觉,,,,,,
df_pda_u0GWOM0,I'm tired and need sleep,Ich bin müde und brauche Schlaf,Je suis fatigué et j'ai besoin de sommeil,Sono stanco e ho bisogno di dormire,Estoy cansado y necesito dormir,,Estou cansado e preciso dormir,,Я устал и мне нужен сон,,我累了，需要睡觉,,,,,,
df_pda_Gi0Aa84,[ Past: 12 hours before ],[ Vergangenheit: 12 Stunden zuvor ],[ Passé : 12 heures avant ],[ Passato: 12 ore prima ],[ Pasado: 12 horas antes ],,[ Passado: 12 horas antes ],,[ Прошлое: 12 часов назад ],,[ 过去：12小时前 ],,,,,,
df_pda_QCuaSK0,[ Past: 12 hours before ],[ Vergangenheit: 12 Stunden zuvor ],[ Passé : 12 heures avant ],[ Passato: 12 ore prima ],[ Pasado: 12 horas antes ],,[ Passado: 12 horas antes ],,[ Прошлое: 12 часов назад ],,[ 过去：12小时前 ],,,,,,
df_pda_q0CWKti,[ Past: 12 hours before ],[ Vergangenheit: 12 Stunden zuvor ],[ Passé : 12 heures avant ],[ Passato: 12 ore prima ],[ Pasado: 12 horas antes ],,[ Passado: 12 horas antes ],,[ Прошлое: 12 часов назад ],,[ 过去：12小时前 ],,,,,,
df_pda_GeS4a0e,Talk with Lilly,Sprich mit Lilly,Parler avec Lilly,Parla con Lilly,Habla con Lilly,,Converse com Lilly,,Разговор с Лилли,,与莉莉交谈,,,,,,
df_pda_uKWWWm8,I guess it's time to repair the Explorer.,"Ich denke, es ist Zeit, den Explorer zu reparieren.",Je suppose qu'il est temps de réparer l'Explorer.,Suppongo sia ora di riparare l'Explorer.,Supongo que es hora de reparar el Explorador.,,Acho que é hora de consertar o Explorer.,,"Наверное, пора чинить Исследователя.",,我想是时候修理探险者了。,,,,,,
df_pda_CesCeuK,Get the Repair Components,Hol die Reparaturkomponenten,Obtenir les Composants de Réparation,Prendi i Componenti per la Riparazione,Consigue los Componentes de Reparación,,Pegue os Componentes de Reparo,,Взять Компоненты для Ремонта,,获取修理组件,,,,,,
df_pda_OW8SGCE,Without Lilly we would have come never so far,Ohne Lilly wären wir nie so weit gekommen,"Sans Lilly, nous n'aurions jamais autant avancé",Senza Lilly non saremmo mai arrivati così lontano,Sin Lilly nunca habríamos llegado tan lejos,,Sem Lilly nunca teríamos chegado tão longe,,Без Лилли мы бы никогда так далеко не зашли,,没有莉莉我们走不了这么远,,,,,,
df_pda_W0Suwm0,Add the second Back Thruster to the Explorer,Füge dem Explorer das zweite rückwärtige Triebwerk hinzu,Ajouter le deuxième Propulseur Arrière à l'Explorer,Aggiungi il secondo Propulsore Posteriore all'Explorer,Añade el segundo Propulsor Trasero al Explorador,,Adicione o segundo Propulsor Traseiro ao Explorer,,Добавить второй Задний Ускоритель к Исследователю,,给探险者添加第二个后推进器,,,,,,
df_pda_KcC04Ce,[ Use Insert and Delete key to toggle between the axis. Use POS1 and End to rotate along the axis ],"[ Verwende die Einfügen- und Entfernen-Taste, um zwischen den Achsen zu wechseln. Verwende POS1 und Ende, um entlang der Achsen zu rotieren ]",[ Utiliser les touches Insérer et Supprimer pour basculer entre les axes. Utiliser Début et Fin pour tourner le long de l'axe ],[ Usa i tasti Insert e Delete per alternare tra gli assi. Usa POS1 e End per ruotare lungo l'asse ],[ Usa las teclas Insertar y Suprimir para alternar entre los ejes. Usa Inicio y Fin para rotar a lo largo del eje ],,[ Use as teclas Insert e Delete para alternar entre os eixos. Use POS1 e End para rodar ao longo do eixo ],,[ Используйте клавиши Insert и Delete для переключения между осями. Используйте клавиши Home и End для вращения вдоль оси ],,[ 使用插入键和删除键切换轴。使用Home和End键沿轴旋转 ],,,,,,
