KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
dialogue_GOi8I,<i>(leave)</i>,,<i>(quitter)</i>,<i>(vattene)</i>,,,,,<i>(уйти)</i>,<i>(去る)</i>,<i>(离开)</i>,,,<i>(çık)</i>,,,
dialogue_a4G8W,<i>(leave)</i>,,<i>(quitter)</i>,<i>(vattene)</i>,,,,,<i>(уйти)</i>,<i>(去る)</i>,<i>(离开)</i>,,,<i>(çık)</i>,,,
dialogue_mOqee,<i>(leave)</i>,,<i>(quitter)</i>,<i>(vattene)</i>,,,,,<i>(уйти)</i>,<i>(去る)</i>,<i>(离开)</i>,,,<i>(çık)</i>,,,
dialogue_eG9aS,<i>(leave)</i>,,<i>(quitter)</i>,<i>(vattene)</i>,,,,,<i>(уйти)</i>,<i>(去る)</i>,<i>(离开)</i>,,,<i>(çık)</i>,,,
dialogue_Cm84a,<i>(leave)</i>,,<i>(quitter)</i>,<i>(vattene)</i>,,,,,<i>(уйти)</i>,<i>(去る)</i>,<i>(离开)</i>,,,<i>(çık)</i>,,,
dialogue_WQGAa,<i>(leave)</i>,,<i>(quitter)</i>,<i>(vattene)</i>,,,,,<i>(уйти)</i>,<i>(去る)</i>,<i>(离开)</i>,,,<i>(çık)</i>,,,
dialogue_SecG0,<i>(leave)</i>,,<i>(quitter)</i>,<i>(vattene)</i>,,,,,<i>(уйти)</i>,<i>(去る)</i>,<i>(离开)</i>,,,<i>(çık)</i>,,,
dialogue_GC4S4,<i>(leave)</i>,,<i>(quitter)</i>,<i>(vattene)</i>,,,,,<i>(уйти)</i>,<i>(去る)</i>,<i>(离开)</i>,,,<i>(çık)</i>,,,
dialogue_W8OqM,<i>(leave)</i>,,<i>(quitter)</i>,<i>(vattene)</i>,,,,,<i>(уйти)</i>,<i>(去る)</i>,<i>(离开)</i>,,,<i>(çık)</i>,,,
dialogue_44OOm,<i>(leave)</i>,,<i>(quitter)</i>,<i>(vattene)</i>,,,,,<i>(уйти)</i>,<i>(去る)</i>,<i>(离开)</i>,,,<i>(çık)</i>,,,
dialogue_04ila,<i>(leave)</i>,,<i>(quitter)</i>,<i>(vattene)</i>,,,,,<i>(уйти)</i>,<i>(去る)</i>,<i>(离开)</i>,,,<i>(çık)</i>,,,
dialogue_Pqsuq,<i>(leave)</i>,,<i>(quitter)</i>,<i>(vattene)</i>,,,,,<i>(уйти)</i>,<i>(去る)</i>,<i>(离开)</i>,,,<i>(çık)</i>,,,
dialogue_8uuOW,<i>(leave)</i>,,<i>(quitter)</i>,<i>(vattene)</i>,,,,,<i>(уйти)</i>,<i>(去る)</i>,<i>(离开)</i>,,,<i>(çık)</i>,,,
dialogue_e8aaK,That Zirax blockade has seized three freighters coming into the system! I had cargo on both of them! Now they expect me to pay them to release MY cargo!,,Les Zirax sont très oppressants!,Gli Zirax sono veramente oppressivi!,,,,,Zirax очень гнетущие!,ジラックスは非常に抑圧的だ！,兹瑞克斯很有压迫感！,,,,,,
dialogue_KWMmx,"Why do people keep calling these guns 'Epic'? We're not a bunch of dumb kids. These guns have proper military designations! What for the next series of weapons, huh? super-hyper-epic assault rifle? Grow up!",,Avez-vous vu le nouveau fusil à impulsions v3? J'ai hâte d'en essayer un!,Hai visto il nuovo fucile a impulsi MkIII? Non vedo l'ora di sparare con uno di quelli!,,,,,Вы видели новую импульсную винтовку MkIII? Мне уже не терпится пострелять из нее!,新しいMkIIIパルスライフルを見た？撃つのが待ち遠しい！,你看到新的MkIII脉冲步枪了吗？我已经迫不及待地想开火了！,,,,,,
dialogue_OCsS4,"I'm a huge fan of Plasma Cannons, but honestly... The rocket launcher is far easier to use.",,"Les canons à plasma, c'est vraiment quelque chose!",I cannoni al plasma esistono davvero!,,,,,Плазменные пушки - это действительно что-то!,プラズマキャノンは本当にすごい！,等离子炮还真是厉害！,,,,,,
dialogue_WW401,I hear the new cruiser can make the Kessel run in just 12 parsecs!,,J'ai entendu dire que le nouveau croiseur peut faire le raid Akua en seulement 3 sauts hyperespace!,,,,,,"Я слышал, что новый крейсер может достигнуть Акуа всего за 3 варп-прыжка!",新型クルーザーは3回のワープジャンプでアクアを走らせることができると聞いた！,听说新的巡洋舰只需3次曲速跳跃就能做到“阿库亚跑”!,,,,,,
dialogue_mCeu0,The new captain has a stick up his ass about procedure. At least if he runs out of ammo he can pull it out and use it as a backup weapon.,,Le nouveau capitaine est trop sévère!,Il nuovo capitano è troppo severo!,,,,,Новый капитан слишком суров!,新艦長は厳しすぎる！,新队长真的太苛刻了!,,,,,,
dialogue_YOwMq,I heard someone talking about a lost Polaris Superfreighter in the Ellyon system. 10 credits says they were shipping something they weren't meant to.,,J'ai entendu quelqu'un parler d'un vaisseau d'extraction Polaris perdu dans le système Ellyon.,Ho sentito qualcuno parlare di una nave mineraria Polaris che è andata perduta nel sistema Ellyon.,,,,,"Я слышал, как кто-то говорил о потерянном шахтёрском корабле Полярис в системе Ellyon.",エリヨン星系で失われたポラリスの採掘船の話を聞いたことがある。,我听人说起过在Ellyon星系有一艘失联的北极星采矿船。,,,,,,
dialogue_KKSeK,I love to look out the windows when we make planet fall for a survey mission.,,J'adore regarder par les fenêtres lorsque nous atterrissons sur une planète lors d'une mission d'exploration.,,,,,,"Я люблю смотреть в окна, когда мы приземляемся на планету во время исследовательской миссии.",私は調査任務のために惑星に降下する時に、窓の外を見るのが好きなんだ。,当我们的调查任务需要投射空降时，我喜欢看着窗外的风景。,,,,,,
dialogue_WiTWq,There are rumours about hidden pirate markets. I wonder if it would be cheaper to buy from them than Polaris?,,Il y a des rumeurs à propos de marchés pirates cachés.,Ho sentito voci a riguardanti alcuni mercati pirati nascosti.,,,,,Ходят слухи о скрытых пиратских рынках.,隠された海賊市場について噂があります。,最近有关于神秘的海盗基地的传言。,,,,,,
dialogue_6SG4t,I heard that a Tal'on ship was seen near the Outer Rim! The Tal'on with ships?! There haven't been Tal'on ships in centuries!,,J'ai entendu dire qu'il y avait un mouvement de résistance galactique grandissant contre le Zirax!,Ho sentito che c'è un movimento di resistenza galattica in forte crescita contro gli Zirax!,,,,,"Я слышал, что против Зиракса растет движение галактического сопротивления!",ジラックスに対して銀河系のレジスタンス運動が活発化していると聞いています。,我听说有一个反对兹瑞克斯的银河抵抗运动正在蓬勃发展！,,,,,,
dialogue_G000a,"What's up with the captain's orders? He's always saying stuff like 'Engage', 'Make it so' and 'Energize'.",,J'ai entendu dire que le capitaine aime vraiment dire aux officiers de passerelle de «s'engager».,,,,,,"Я слышал, что капитану очень нравится просить офицеров на мостике «вступать в бой».",館長は士官に「交戦」を指示するのが好きだと聞いている。,听说舰长很喜欢对舰桥人员说'Engage'。(译者注:'Engage'是星际迷航中皮卡德船长的口头禅，意思是“交战”),,,,,,
dialogue_0UmSG,Elias Hummel just put out a new galactic survey: Which parts of Andromeda do you like best?,,Elias Hummel vient de publier une nouvelle étude galactique: Quelles régions d'Andromède aimez-vous le plus? Ou le moins?,Elias Hummel ha appena pubblicato un nuovo sondaggio galattico: Quali parti di Andromeda ti piacciono di più?,,,,,Элиас Хаммель только что опубликовал новый галактический обзор: какие части Андромеды вам нравятся больше всего? А меньше всего?,エリアス・フンメルが新しい銀河調査を発表した：アンドロメダのどこが少なくとも一番好き？,Elias Hummel刚刚发表了一份新的星系调查报告：你最喜欢仙女座的哪些地方？最不喜欢的呢？(译者注:Elias Hummel是游戏制作者之一),,,,,,
dialogue_0KcZq,I wonder what the mess hall has for dinner today?,,Je me demande ce que le réfectoire a pour dîner aujourd'hui?,Mi chiedo cosa offrirà la mensa per cena..,,,,,"Интересно, что сегодня в столовой на обед?",今日の食堂の夕食は何だろう？,不知道今天的饭堂有什么吃的？,,,,,,
dialogue_qa8S8,"Nice gun you have there, but aren't you a little short for a stormtrooper?",,Nous avons les meilleurs équipages de la galaxie!,Abbiamo le migliori squadre della galassia!,,,,,У нас лучшие экипажи в галактике!,銀河で最高のクルーがいるぞ！,我们有全银河系最好的船员！,,,,,,
dialogue_aASCi,I heard Forge Aerospace designed the Tovera-Class Dreadnought. The guy that did it must really hate people! He told me to say that by the way.,,J'ai entendu dire que Forge Aerospace avait vendu 3 nouveaux destroyers à des idiots pour tout leur carburant de moteur à distorsion.,,,,,,"Я слышал, Forge Aerospace продала каким-то идиотам 3 новых эсминца за все их варп-топливо.",フォージ航空宇宙社がワープ燃料のために新型駆逐艦３隻をバカに売ったらしい。,我听说锻造宇航公司为了换取对方所有的曲速燃料，把三艘新的驱逐舰卖给了那几个白痴。,,,,,,
dialogue_0SW4q,<i>(leave)</i>,,<i>(quitter)</i>,<i>(vattene)</i>,,,,,<i>(уйти)</i>,<i>(去る)</i>,<i>(离开)</i>,,,<i>(çık)</i>,,,
dialogue_ae40Y,<i>(leave)</i>,,<i>(quitter)</i>,<i>(vattene)</i>,,,,,<i>(уйти)</i>,<i>(去る)</i>,<i>(离开)</i>,,,<i>(çık)</i>,,,
dialogue_SSuuK,<i>(leave)</i>,,<i>(quitter)</i>,<i>(vattene)</i>,,,,,<i>(уйти)</i>,<i>(去る)</i>,<i>(离开)</i>,,,<i>(çık)</i>,,,
dialogue_iUSim,<i>(leave)</i>,,<i>(quitter)</i>,<i>(vattene)</i>,,,,,<i>(уйти)</i>,<i>(去る)</i>,<i>(离开)</i>,,,<i>(çık)</i>,,,
dialogue_SOeCe,<i>(leave)</i>,,<i>(quitter)</i>,<i>(vattene)</i>,,,,,<i>(уйти)</i>,<i>(去る)</i>,<i>(离开)</i>,,,<i>(çık)</i>,,,
dialogue_QKSOp,<i>(leave)</i>,,<i>(quitter)</i>,<i>(vattene)</i>,,,,,<i>(уйти)</i>,<i>(去る)</i>,<i>(离开)</i>,,,<i>(çık)</i>,,,
dialogue_KCeNm,<i>(leave)</i>,,<i>(quitter)</i>,<i>(vattene)</i>,,,,,<i>(уйти)</i>,<i>(去る)</i>,<i>(离开)</i>,,,<i>(çık)</i>,,,
dialogue_Kqu0O,<i>(leave)</i>,,<i>(quitter)</i>,<i>(vattene)</i>,,,,,<i>(уйти)</i>,<i>(去る)</i>,<i>(离开)</i>,,,<i>(çık)</i>,,,
dialogue_OO8VS,<i>(leave)</i>,,<i>(quitter)</i>,<i>(vattene)</i>,,,,,<i>(уйти)</i>,<i>(去る)</i>,<i>(离开)</i>,,,<i>(çık)</i>,,,
dialogue_uii0T,<i>(leave)</i>,,<i>(quitter)</i>,<i>(vattene)</i>,,,,,<i>(уйти)</i>,<i>(去る)</i>,<i>(离开)</i>,,,<i>(çık)</i>,,,
dialogue_q4aqS,<i>(leave)</i>,,<i>(quitter)</i>,<i>(vattene)</i>,,,,,<i>(уйти)</i>,<i>(去る)</i>,<i>(离开)</i>,,,<i>(çık)</i>,,,
dialogue_OCceO,<i>(leave)</i>,,<i>(quitter)</i>,<i>(vattene)</i>,,,,,<i>(уйти)</i>,<i>(去る)</i>,<i>(离开)</i>,,,<i>(çık)</i>,,,
dialogue_4kSGu,<i>(leave)</i>,,<i>(quitter)</i>,<i>(vattene)</i>,,,,,<i>(уйти)</i>,<i>(去る)</i>,<i>(离开)</i>,,,<i>(çık)</i>,,,
dialogue_rH0eW,"Yes, I can speak Trade Standard, Terran. I go with the chief regularly to purchase supplies from the traders of Polaris.",,Cette planète a de nombreux avantages.,Questo pianeta ha molte belle qualità.,,,,,У этой планеты много прекрасных качеств.,この惑星には多くの素晴らしい資質があります。,这个星球有很多优良的品质。,,,,,,
dialogue_W4uva,I heard one of your people call an Erebus Spider a 'Giganpedibus Silex' does it mean something or do you just like inventing long-winded names for things?,,Certaines des grosses araignées me font vraiment peur!,Alcuni di quegli enormi ragni mi fanno rabbrividire!,,,,,Некоторые из больших пауков действительно пугают меня!,大きなクモの中には本当にゾッとするものもいる！,有些大蜘蛛真的让我毛骨悚然!,,,,,,
dialogue_icCWa,Watch your footing in tall grass. Leafcutters will go for your legs!,,J'entends des prédateurs au loin!,Sento dei predatori in lontananza!,,,,,Я слышу хищников вдалеке!,遠くで捕食動物の声が聞こえる！,我听到远处有掠食者的声音！,,,,,,
dialogue_88GS4,"I do not trust you, Terran. Stay away from me and we shall have no problems.",,Nous n'oublierons jamais ce que le Zirax nous a fait.,Non dimenticherò mai quello che ci hanno fatto gli Zirax.,,,,,"Мы никогда не забудем, что с нами сделал Зиракс.",我々はジラックスが我々にしたことを決して忘れないだろう。,我们永远不会忘记兹瑞克斯对我们做了什么。,,,,,,
dialogue_0mqi4,I am not supposed to be talking to you. Our chief is our contact with the outside world.,,Je ne suis pas censé te parler. C'est notre chef est notre contact avec le monde extérieur.,,,,,,Я не должен с тобой разговаривать. Наш главный - это наш контакт с внешним миром.,私はお前と話すことになっていない。我々の酋長は外の世界との接点だ。,我不应该和你说话。我们的酋长才是联系我们与外部世界的。,,,,,,
dialogue_8COm4,You may think our crossbows are primitive but they are made from the best materials that are a rival to any rifle.,,Les arbalètes sont bonnes pour la chasse!,Le balestre sono buone per la caccia!,,,,,Арбалеты хороши для охоты!,クロスボウは狩りに適している!,弩是打猎的好帮手!,,,,,,
dialogue_K0KCK,Thankfully we can grow all the food we need. But hunting is still necessary for ingredients to be sold to Polaris.,,"Heureusement, nous pouvons cultiver toute la nourriture dont nous avons besoin.",Per fortuna possiamo coltivare tutto il cibo di cui abbiamo bisogno.,,,,,"К счастью, мы можем выращивать все, что нам нужно.",ありがたいことに我々は必要な食物をすべて栽培することができる。,值得庆幸的是，我们可以种植所有我们需要的食物。,,,,,,
dialogue_OQ7eO,"We may seem primitive to your eyes, Terran. Perhaps that is just what we want you to see?",,Il ne faut pas oublier les sciences!,Non dobbiamo dimenticare le scienza!,,,,,Нельзя забывать науки!,科学を忘れてはならない！,我们不能忘记科学！,,,,,,
dialogue_4qNGE,Every day the Zirax's grasp exceeds their reach. It is only a matter of time before they collapse under their own weight.,,Un jour nous retournerons dans le néant.,Un giorno torneremo al grande vuoto.,,,,,Когда-нибудь вернется в великую пустоту.,いつか大いなる虚空に戻るだろう。,总有一天会回到太虚。,,,,,,
dialogue_OWm8Q,The Tal'on Protectorate once spanned this entire galaxy... Those days are long behind us now.,,Nous étions autrefois les maîtres de la galaxie.,Una volta eravamo i padroni della galassia.,,,,,Когда-то мы были хозяевами галактики.,我々はかつて銀河の支配者だった。,我们曾经是银河系的主人。,,,,,,
dialogue_iWaqC,Keep your heads down when a zirax passes overhead. I don't want their attention and i'm sure you don't either.,,L'UCH semble très primitive.,L'UCH sembra molto primitiva.,,,,,UCH кажется очень примитивным.,UCHが非常に原始的に見える...,UCH似乎非常原始。,,,,,,
dialogue_ijGi0,I'm but a simple man trying to make my way in the galaxy.,,La galaxie a besoin de plus de paix.,La galassia ha bisogno di meno guerre.,,,,,Галактике нужно меньше войн.,銀河には戦争は必要ない。,银河系需要减少战争。,,,,,,
dialogue_K0emu,You say you come from something milky? Is that a symbiotic relationship with a large organism?,,Vous dites que vous venez de ... euh ... voie lactée? Est-ce par hasard une relation symbiotique avec un organisme plus grand?,Dici di provenire dalla via..ehm.. lattea? È per caso un rapporto simbiotico con un organismo più grande?,,,,,"Вы говорите, что произошли от чего-то молочного? Это симбиотические отношения с большим организмом?",銀河系の何かから来たと言うのか？それは大きな生物との共生関係なのか？,你说你是来自什么乳白色的东西？银河？那是和大型生物体的共生关系吗？,,,,,,
dialogue_pCaiS,Outsiders always bring trouble.,,Les étrangers apportent toujours des problèmes.,Gli estranei portano sempre guai.,,,,,Посторонние всегда приносят неприятности.,よそ者はいつもトラブルを持ってくる。,外来者总是带来麻烦。,,,,,,
dialogue_VmimW,Many of the plants we now cultivate are from the wrecked ships of your people. They are most unnatural in how fast they grow. I suspect they have been altered.,,Notre arrogance nous a conduit à notre perte.,La nostra arroganza ci ha portato alla rovina.,,,,,Наше высокомерие привело к нашему падению.,我々の傲慢さが我々の破滅を招く。,我们的傲慢导致了我们的堕落。,,,,,,
