KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
HullCombatThinLarge,Combat Steel Block (Large),Gefechts-Stahlblock L,Bloc acier militaire L (fin),Blocco di Acciaio da Combattimento L (Sottile),Bloque de acero de combate (L),Bloco de Aço Combate L,Bloco de Aço de Combate G,Blok ze stali bojowej L,Блок из оружейной стали Б (тонкий),戦闘用スチールL,战斗钢制方块 L,戰鬥鋼大方塊,전투용 강철 블록 L,Savaş Çeliği Blok L,Μπλοκ Ατσάλι Μάχης L,Gewapend staal blok L,Khối thép chiến đấu L
HullCombatThinLargeBlocks,Combat Steel Thin Blocks (Large),Gefechts-Stahlblöcke L (dünn),Blocs acier militaire L(fin),Blocchi di Acciaio da Combattimento L (Sottile),Bloque de acero de combate (L)(delgado),Blocos de Aço Combate L (fino),Bloco de Aço de Combate G (fino),"Blok ze stali bojowej, płaskie L (grupa)",Блоки из оружейной стали Б (тонкие),薄型戦闘用スチールL,战斗钢制方块 L (薄型),戰��:�大方塊(薄),전투용 :철 블록 L(얇음),Savaş Çeliği Blokları L (ince),Μπλοκ Ατσάλι Μάχης L (λεπτό),Gewapend staal blokken L (Smal),Khối thép chiến đấu L (mỏng)
HullDestroyed,Steel Blocks - Damaged,Stahlblöcke - zerstört,Blocs acier - détruits,Blocchi di Acciaio - Distrutti,Bloques de acero - Destruido,Blocos de Aço - Destruídos,Blocos de Aço - Destruído,"Bloki stalowe, zniszczone (grupa)",Стальные блоки - разбитые,スチール(破損),钢制方块 - 已损毁,鋼鐵方塊 - 已摧毀,강철 블록 - 파괴됨,Çelik Bloklar- Yıkık,Μπλοκ Ατσάλι - Κατεστραμμένο,Stalen blokken - Vernietigd,Khối thép - đã bị phá huỷ
HullFull,Steel Block,Stahlblock,Bloc acier,Blocco di Acciaio,Bloque de acero,Bloco de Aço,Bloco de Aço,Blok stalowy,Стальной блок,スチール,钢制方块,鋼鐵方塊,강철 블록,Çelik Blok,Μπλοκ Ατσάλι,Stalen blok,Khối thép
HullFullLarge,Steel Block (Large),Stahlblock L,Bloc acier L,Blocco di Acciaio L,Bloque de acero (L),Bloco de Aço L,Bloco de Ferro G,Blok stalowy L,Стальной блок Б,スチールL,钢制方块 L,鋼鐵大方塊,강철 블록 L,Çelik Blok L,Μπλοκ Ατσάλι L,Stalen blok L,Khối thép L
HullFullLargeDestroyed,Steel Block (Large) - Damaged,Stahlblock L - zerstört,Bloc acier L - détruit,Blocco di Acciaio L - Distrutto,Bloques de acero (L) - Destruido,Bloco de Aço - Destruído,Bloco de Aço G - Destruído,Blok stalowy L - zniszczony,Стальной блок Б - разбитый,スチールL(破損),钢制方块 L - 已损毁,鋼鐵大方塊 - 已摧毀,강철 블록 L - 파괴됨,Çelik Blok L - Yıkık,Μπλοκ Ατσάλι L - Κατεστραμμένο,Stalen blok L - Vernietigd,Khối thép L - đã bị phá huỷ
HullFullSmall,Steel Block (Small),Stahlblock S,Bloc acier S,Blocco di Acciaio S,Bloque de acero (S),Bloco de Aço S,Bloco de Aço P,Blok stalowy S,Стальной блок М,スチールS,钢制方块 S,鋼鐵小方塊,강철 블록 S,Çelik Blok S,Μπλοκ Ατσάλι S,Stalen blok S,Khối thép S
HullFullSmallDestroyed,Steel Block (Small) - Damaged,Stahlblock S - zerstört,Bloc acier S - détruit,Blocco di Acciaio S - Distrutto,Bloques de acero (S) - Destruido,Bloco de Aço S - Destruído,Blocos de Aço P - Destruído,Blok stalowy S - zniszczony,Стальной блок М - разбитый,スチールS(破損),钢制方块 S - 已损毁,鋼鐵小方塊 - 已摧毀,강철 블록 S - 파괴됨,Çelik Blok S - Yıkık,Μπλοκ Ατσάλι S - Κατεστραμμένο,Stalen blok S - Vernietigd,Khối thép S - đã bị phá huỷ
HullLargeBlocks,Steel Blocks (Large),Stahlblöcke L,Blocs acier L,Blocchi di Acciaio L,Bloques de acero (L),Blocos de Aço L,Blocos de Aço G,Bloki stalowe L (grupa),Стальные блоки Б,スチールL,钢制方块 L,鋼鐵大方塊,강철 블록 L,Çelik Bloklar L,Μπλοκ Ατσάλι L,Stalen blokken L,Khối thép L
HullLargeDestroyedBlocks,Steel Blocks (Large) - Damaged,Stahlblöcke L - zerstört,Blocs acier L - détruits,Blocchi di Acciaio L - Distrutti,Bloques de acero (L) - Destruido,Blocos de Aço L - Destruídos,Blocos de Aço G - Destruído,"Bloki stalowe, zniszczone L (grupa)",Стальные блоки Б - разбитые,スチールL(破損),钢制方块 L - 已损毁,鋼鐵大方塊 - 已摧毀,강철 블록 L - 파괴됨,Çelik Bloklar L- Yıkık,Μπλοκ Ατσάλι L - Κατεστραμμένο,Stalen blokken L - Vernietigd,Khối thép L - đã bị phá huỷ
HullSmallBlocks,Steel Blocks (Small),Stahlblöcke S,Blocs acier S,Blocchi di Acciaio S,Bloque de acero (S),Blocos de Aço S,Blocos de Aço P,Bloki stalowe S (grupa),Стальные блоки М,スチールS,钢制方块 S,鋼鐵小方塊,강철 블록 S,Çelik Bloklar S,Μπλοκ Ατσάλι S,Stalen blokken S,Khối thép S
HullSmallDestroyedBlocks,Steel Blocks (Small) - Damaged,Stahlblöcke S - zerstört,Blocs acier S - détruits,Blocchi di Acciaio S - Distrutti,Bloques de acero (S) - Destruido,Blocos de Aço S - Destruídos,Blocos de Aço P - Destruído,"Bloki stalowe, zniszczone S (grupa)",Стальные блоки М - разбитые,スチールS(破損),钢制方块 S - 已损毁,鋼鐵小方塊 - 已摧毀,강철 블록 S - 파괴됨,Çelik Bloklar S - Yıkık,Μπλοκ Ατσάλι S - Κατεστραμμένο,Stalen blokken S - Vernietigd,Khối thép S - đã bị phá huỷ
HullThin,Steel Block,Stahlblock,Bloc acier (fin),Blocco di Acciaio (Sottile),Bloque de acero,Bloco de Aço,Bloco de Aço,Blok stalowy,Стальной блок (тонкий),スチール,钢制方块,鋼鐵方塊,강철 블록,Çelik Blok (ince),Μπλοκ Ατσάλι,Stalen blok,Khối thép
HullThinLarge,Steel Block (Large),Stahlblock L,Bloc acier L (fin),Blocco di Acciaio L,Bloque de acero (L),Bloco de Aço L,Bloco de Ferro G,Blok stalowy L,Стальной блок Б (тонкий),スチールL,钢制方块 L,鋼鐵大方塊,강철 블록 L,Çelik Blok L (ince),Μπλοκ Ατσάλι L,Stalen blok L,Khối thép L
HullThinLargeBlocks,Steel Thin Blocks (Large),Stahlblöcke L (dünn),Bocs acier L (fin),Blocchi di Acciaio L (Sottile),Bloques de acero (L)(fino),Blocos de Aço L (fino),Blocos de Aço G (fino),"Bloki stalowe, płaskie L (grupa)",Стальные блоки Б (тонкие),薄型スチールL,钢制方块 L (薄型),鋼鐵大方塊(薄),강철 블��:(얇음),Çelik Bloklar L (ince),Μπλοκ Ατσάλι L (λεπτό),Stalen blokken L (Smal),Khối thép L (loại mỏng)
HullThinLargeDestroyed,Steel Thin Blocks (Large) - Damaged,Stahlblöcke L (dünn) - zerstört,Blocs acier L (fin) - détruits,Blocchi di Acciaio L (Sottile) - Distrutti,Bloques de acero (L) - Destruido,Blocos de Aço (fino) - Destruídos,Blocos de Aço G (fino) - Destruído,"Bloki stalowe, płaskie, zniszczone L (grupa)",Стальные блоки Б (тонкие) - разбитые,薄型スチールL(破損),钢制方块 L (薄型)- 已损毁,鋼鐵大方塊(薄) - 已摧毀,��:� 블록 L(얇음) - 파괴됨,Çelik Bloklar L (ince) - Yıkık,Μπλοκ Ατσάλι (λεπτό) - Κατεστραμμένο,Stalen blokken L (Smal) - Vernietigd,Khối thép L (loại mỏng) - đã bị phá huỷ
HullThinSmall,Steel Block (Small),Stahlblock S,Bloc acier S (fin),Blocco di Acciaio S (Sottile),Bloque de acero (S),Bloco de Aço S,Bloco de Aço P,Blok stalowy S,Стальной блок М (тонкий),スチールS,钢制方块 S,鋼鐵小方塊,강철 블록 S,Çelik Blok S (ince),Μπλοκ Ατσάλι S,Stalen blok S,Khối thép S
HullThinSmallBlocks,Steel Thin Blocks (Small),Stahlblöcke S (dünn),Blocs acier S (fin),Blocchi di Acciaio S (Sottile),Bloque de acero (S)(fino),Blocos de Aço S (fino),Blocos de Aço P (fino),"Bloki stalowe, płaskie S (grupa)",Стальные блоки М (тонкие),薄型スチールS,钢制方块 S (薄型),鋼鐵小方塊(薄),강철 블록 S(:음),Çelik Bloklar S (ince),Μπλοκ Ατσάλι S (Λεπτό),Stalen blokken S (Smal),Khối thép S (loại mỏng)
HullThinSmallDestroyed,Steel Thin Blocks (Small) - Damaged,Stahlblöcke S (dünn) - zerstört,Blocs acier S (fin) - détruits,Blocchi di Acciaio S (Sottile) - Distrutti,Bloques de acero (S)(fino) - Destruido,Blocos de Aço (fino) - Destruídos,Blocos de Aço P (fino) - Destruído,"Bloki stalowe, płaskie, zniszczone S (grupa)",Стальной блок М (тонкий) - разбитый,薄型スチールL(破損),钢制方块 S (薄型)- 已损毁,鋼鐵小方塊(薄) - 已摧毀,강철:�록 S(얇음) - 파괴됨,Çelik Bloklar S (ince) - Yıkık,Μπλοκ Ατσάλι S (λεπτό) - Κατεστραμμένο,Stalen blokken S (Smal) - Vernietigd,Khối thép S (loại mỏng) - đã bị phá huỷ
TrussLargeBlocks,Truss Blocks (Large),Gerüstblöcke L,Blocs treillis L,Travi L,Bloques pesados (L),Blocos de Suporte L,Bloco de Treliças G,Bloki rusztowania L (grupa),Блоки стропил Б,トラスL,大型桁架方块组,大方塊構架,트러스 블록 L,Kafes Blokları L,Μπλοκ Κηλεπιδέσμου L,Truss blokken L,Khối khung kết cấu L
TrussSmallBlocks,Truss Blocks (Small),Gerüstblöcke S,Blocs treillis S,Travi S,Bloques pesados (S),Blocos de Suporte S,Bloco de Treliças P,Bloki rusztowania S (grupa),Блоки стропил М,トラスS,小型桁架方块组,小方塊構架,트러스 블록 S,Kafes Blokları S,Μπλοκ Κηλεπιδέσμου S,Truss blokken S,
WoodThinBlocks,Wood Blocks,Holzblöcke (dünn),Blocs bois (fin),Blocchi di Legno (Sottile),Bloques de Madera(delgado),Blocos Madeira (fina),Blocos de Madeira (fino),Blok drewniany (wąski),Деревянные блоки (тонкие),薄型ウッド,木质方块 (薄型),木方塊(薄),나무 블록(얇음:hşap Bloklar (ince),Ξύλινα Μπλοκ (λεπτά),Houten blok (smal),Khối gỗ (mỏng),
AkuaFernDeco,Fern,Farn,Fougère,Felce,Helecho,Feto,Samambaia,Paproć,Папоротник,シダ,蕨菜,蕨草,양치류,Eğrelti Otu,Φτέρη,Varen,Cây dương xỉ
AlienPalmTreeDeco,Firepalm Tree,Feuerpalme,Palmier Alien,Palma di Fuoco,Palmera de fuego,Palmeira Fogo,Palmeira de Fogo,Palma ogniowa,Огненная пальма,ファイアーパーム,火棕榈树,火掌樹,야자 나무,Ateş Hurması Ağacı,Δέντρο Φοίνικας της Φωτιάς,Vuur palmboom,Cây hoả cọ
AlienTentacleDeco,Tentacle Tree,Tentakelbaum,Tentacule Alien,Albero Tentacolo,Árbol Tentacular,Árvore Tentáculo,Árvore-Tentáculo,Drzewo mackowe,Щупальцевое дерево,テンタクルツリー,触手树,觸手樹,촉수 나무,Dokunaçlı Ağaç,Δέντρο Πλοκάμι,Tentakelboom,Cây có tua
Antenna,Tri-Beam Antenna,Dreistrahlantenne,Antenne à trois faisceaux,Antenna a tre raggi,Antena de triple haz,Antena 06 (Deco),Antena 06 (Deco),Antena 06 (deko),Антенна 06 (декор),アンテナⅥ(Deco),天线 06 (装饰),天線06(裝飾),안테나 06(데코:nten 06 (Deko),Κεραία 06 (Διακοσμητικό),Antenne 06 (Deco),Anten 06 (Vật trang trí),
Antenna01,Shortwave Transmitter,Kurzwellensender,Émetteur à ondes courtes,Trasmettitore a onde corte,Transmisor de onda corta,Antena 01 (Deco),Antena 01 (Deco),Antena 01 (deko),Антенна 01 (декор),アンテナⅠ(Deco),天线 01 (装饰),天線01(裝飾),안테나 01(데코),:en 01 (Deko),Κεραία 01 (Διακοσμητικό),Antenne 01 (Deco),Anten 01 (Vật trang trí)
Antenna02,Wideband Receiver,Breitbandempfänger,Récepteur large bande,Ricevitore a banda larga,Receptor de banda ancha,Antena 02 (Deco),Antena 02 (Deco),Antena 02 (deko),Антенна 02 (декор),アンテナⅡ(Deco),天线 02 (装饰),天線02(裝飾),안테나 02(데코),An: 02 (Deko),Κεραία 02 (Διακοσμητικό),Antenne 02 (Deco),Anten 02 (Vật trang trí)
Antenna03,Radar Receiver,Radarempfänger,Récepteur Radar,Ricevitore Radar,Receptor de radar,Antena 03 (Deco),Antena 03 (Deco),Antena 03 (deko),Антенна 03 (декор),アンテナⅢ(Deco),天线 03 (装饰),天線03(裝飾),안테나 03(데코),Ante:3 (Deko),Κεραία 03 (Διακοσμητικό),Antenne 03 (Deco),Anten 03 (Vật trang trí)
Antenna04,Antenna Spike,Antennenspitze,Antenne Spike,Antenna Spike,Punta de antena,Antena 04 (Deco),Antena 04 (Deco),Antena 04 (deko),Антенна 04 (декор),アンテナⅣ(Deco),天线 04 (装饰),天線04(裝飾),안테나 04(데코),Anten :(Deko),Κεραία 04 (Διακοσμητικό),Antenne 04 (Deco),Anten 04 (Vật trang trí)
Antenna05,Radar Tracking Beacon,Radar Tracking Beacon,Balise de suivi radar,Monitoraggio radar,Baliza de seguimiento de radar,Antena 05 (Deco),Antena 05 (Deco),Antena 05 (deko),Антенна 05 (декор),アンテナⅤ(Deco),天线 05 (装饰),天線05(裝飾),안테나 05(데코),Anten 05:eko),Κεραία 05 (Διακοσμητικό),Antenne 05 (Deco),Anten 05 (Vật trang trí)
AntennaBlocks,Antennas,Antennen,Antennes,Antenne,Antenas,Antenas (Deco),Antenas (Deco),Anteny (grupa),Антенны (декор),アンテナ(Deco),天线组 (装饰),天線(裝飾),안테나(데코),Antenler (Dek:Κεραίες (Διακοσμητικό),Antennes (Deco),Anten (Vật trang trí),
BathroomCounter,Bathroom Counter,Badezimmer Unterschrank,Salle de bain Vanity,Mobile da Bagno,Lavabo,Armário de Casa de banho,Gabinete de Banheiro,Toaletka,Ванная,バスルーム,浴室盥洗台,浴室盥洗台,욕실 세면용품,Banyo Tezgahı,Μπανιέρα,Badkamerkast,Bồn rửa trong phòng tắm
Bed,Double Bed,Bett 2,Lit 2,Letto 2,Cama 2,Cama 2,Cama 2,Łóżko 2,Кровать 2,ベッドⅡ,双人床,床2,침대 2,Yatak 2,Κρεβάτι 2,Bed 2,Giường ngủ 2
Bookshelf,Bookshelf,Bücherregal,Étagère,Libreria,Estantería,Estante,Estante de Livros,Regał na książki,Книжный шкаф,本棚,书架,書架,책장,Kitaplık,Βιβλιοθήκη,Boekenplank,Giá sách
BunkBed,Bunk Bed,Schlafkoje,Lits de camp superposés,Letto a Castello,Litera,Beliche,Beliche,Łóżko piętrowe,Двухъярусная кровать,二段ベッド,双层床,雙層床,이층 침대,Ranza,Κουκέτα,Stapelbed,Giường tầng
CapacitorMS,Large Capacitor,Kondensator (Deko),Condensateur (déco),Condensatore (Deco),Condensador (Deco),Condensador,Capacitor (Deco),Kondensator (deko),Конденсатор (декор),コンデンサ(Deco),大电容器 (装饰),電容器(裝飾),커패시터(데코),Kapasitör (:o),Πυκνωτής (Διακοσμητικό),Condensator (Deco),Tụ (vật trang trí)
CapacitorSS,Small Capacitor,Kondensator (Deko),Condensateur VL (déco),Condensatore V (Deco),Condensador NP (Deco),Condensador NP (Deco),Capacitor NP (Deco),Kondensator SV (deko),Конденсатор МС (декор),コンデンサSV(Deco),小电容器 (装饰),小型飛船電容器(裝飾),커패시터 SV(데코),Kapasitör :(Deko),Πυκνωτής SV (Διακοσμητικό),Condensator SV (Deco),Tụ SV (vật trang trí)
ConsoleLargeMS01,Power Regulator Console,Konsole (Deko),Console (déco),Console (Deco),Consola (Deco),Consola (Deco),Console (Deco),Konsola (deko),Консоль управления (декор),コンソール(Deco),控制台 (装饰),控制台(裝飾),콘솔(데코),Konsol (Deko),Κονσ:�α (Διακοσμητικό),Console (Deco),bảng điều khiển (vật trang trí)
ConsoleLargeMS01a,System Console,Konsole (Deko),Console (déco),Console (Deco),Consola (Deco),Consola (Deco),Console (Deco),Konsola (deko),Консоль управления (декор),コンソール(Deco),控制台 (装饰),控制台(裝飾),콘솔(데코),Konsol (Deko),Κονσό:� (Διακοσμητικό),Console (Deco),bảng điều khiển (vật trang trí)
ConsoleLargeMS02,Advanced System Console,Konsole (Deko),Console (déco),Console (Deco),Consola (Deco),Consola (Deco),Console (Deco),Konsola (deko),Консоль управления (декор),コンソール(Deco),控制台 (装饰),控制台(裝飾),콘솔(데코),Konsol (Deko),Κονσόλ:(Διακοσμητικό),Console (Deco),bảng điều khiển (vật trang trí)
ConsoleMapMS01,Mapping Console,Konsole (Deko),Console (déco),Console (Deco),Consola (Deco),Consola (Deco),Console (Deco),Konsola (deko),Консоль управления (декор),コンソール(Deco),控制台 (装饰),控制台(裝飾),콘솔(데코),Konsol (Deko),Κονσόλα:�ιακοσμητικό),Console (Deco),bảng điều khiển (vật trang trí)
